Event ID,Event name,Event type,Case ID,Event date,Event description,Event author,Court/body
7503,Appeal filed,Filing party appeal,7208,01/01/2013,Informal citizen groups challenged the Inspector's decisions in the High Court of Justice.,,
7502,Case decided,Settlement,7208,01/01/2013,"The Inspector heard the appeals jointly and overturned the council's decision, allowing for the wind farms to be constructed.",,
7501,Case opened,Filing,7208,01/01/2013,Petitioners challenged the local council's denial of planning applications for the construction of two wind farms.,,
7500,Unsuccesful,Settlement,7209,19/07/2013,The court upheld the Inspector's decision.,,
7499,Claim filed,Filing,7209,02/08/2011,Residents challenged an Inspector decision granting planning permissions for the installation of a wind turbine.,,
7498,Case decided,Settlement,7210,20/02/2015,"The High Court of Justice affirmed the local authority's decision on the ground that the project would negatively affect Carnaby Temple, a nearby heritage asset.",,
7497,Case opened,Filing,7210,01/01/2014,NorthCote Farms LTD challenged the decision of a planning Inspector to deny permit for the construction of a windfarm (the decision is dated from 1/08/2014),,
7496,Appeal unsuccessful,Settlement,7211,05/01/2015,The High Court of Justice Planning Court affirmed the judgment of the Planning Inspector.,,
7495,Appeal filed,Filing,7211,30/06/2014,,,
7494,Permit denied,Other,7211,11/06/2013,Permission for wind farm denied.,,
7493,Unsuccesful,Settlement,7212,12/12/2013,The court dismissed the appeal finding that the planning policy changes did not warrant reconsideration of the proposal and that all procedural requirements were fulfilled.,,
7492,Case opened,Filing,7212,27/02/2013,Local residents and others challenged the permit for a wind farm (22/09/2011 - permit granted),,
7491,Unsuccesful,Settlement,7213,01/01/2011,The court denied the challenge.,,
7490,Case opened,Filing,7213,01/01/2011,Fight the Fights challenged the decision of the Newham London Borough Council to grant consent to increase the number of flights permitted per year at the London City Airport.,,
7489,Claim dismissed,Settlement,7214,30/01/2017,Claim dismissed on the grounds that the court lacked subject matter jurisdiction under the Planning Act 2008.,,
7488,Decision upheld,Settlement,7214,26/03/2010,British high court ordered government officials to consider the implications of climate change prior to making any final decision on a third runway at London's Heathrow Airport.,,
7487,Case opened,Filing,7214,01/01/2009,Claimants challenged the Secretary of State's preliminary approval of a third runway at London's Heathrow Airport.,,
9434,Filing,Filing,7215,01/01/2009,,,
7486,Unsuccesful,Settlement,7215,20/10/2009,The High Court denied the request for permission to hold a judicial review over the Treasury's actions.,,
7485,Unsuccesful,Settlement,7216,21/12/2016,The decision was upheld.,,
7484,Case opened,Filing,7216,24/04/2013,"Swiss International Airlines challenged the EU decision suspending GHG emission allowance trading scheme for some flights to and from the EU, except for Switzerland.",,
7483,Case decided,Settlement,7217,20/06/2008,,,
7482,Case opened,Filing,7217,18/12/2007,A local resident challenged the district council's decision of granting a planning permission for a pre-case concrete manufacturing facility project.,,
9446,Filing,Filing,7218,01/01/2005,,,
7481,Case decided,Settlement,7218,01/01/2005,The court upheld a decision,,
9435,Filing,Filing,7219,01/01/2011,,,
7480,Appeal dismissed,Settlement,7219,01/01/2011,"The Inspector concludes that the costs of the project would outweigh the benefits, the appeal was denied.",,
7479,Unsuccesful,Settlement,7220,07/11/2014,The Court upheld the government's decision and found that the Secretary acted within his authority.,,
7478,Case opened,Filing,7220,01/01/2014,Four solar energy companies challenged a decision of the Secretary of State for Energy and Climate Change (the “Secretary”ù) to discontinue a renewable energy support scheme.,,
7477,Successful,Settlement,7221,03/12/2013,The Court ruled in favor of Sustainable Shetland.,,
7476,Case opened,Filing,7221,04/04/2012,Sustainable Shetland challenged the Scottish Minister's approval of an application by Viking Energy for the construction and operation of a 457 megawatt Wind Farm,,
7475,Case decided,Settlement,7222,10/10/2007,Court ruled that the filmed could be shown undertwo conditions.,,
7474,Case opened,Filing,7222,02/05/2007,Stuart Dimmock challenged the decision to distribute the documentary “An Inconvenient Truth”ù to English state schools as a teaching aid.,,
9436,Filing,Filing,7223,01/04/2013,,,
7473,Case decided,Settlement,7223,05/06/2015,The Court ruled in favor of AOWFL and the Ministry.,,
7472,Permit granted,Decision,7223,26/03/2013,The Ministry of Energy granted permission to build windfarm in Scottish coast.,,
7471,Case decided,Settlement,7224,01/01/2012,Planning permission was granted given that benefits of the plant would outweigh the costs.,,
7470,Case opened,Filing,7224,01/01/2009,"Veolia appealed decision to deny permission for a waste to energy facility as an extension to an existing recycling center in Shropshire, England.",,
7469,Case decided,Settlement,7225,01/01/2001,The court dismissed the application.,,
7468,Case opened,Filing,7225,01/01/2001,The local planning authority challenged an Inspector's approval of a permit application for a residential development.,,
7467,Case decided,Settlement,7226,01/01/2001,The Planning Inspector dismissed the appeal,,
7466,Case opened,Filing,7226,01/01/2001,Yelland Wind Farm Ltd. appealed a decision by the West Devon Borough Council refusing planning permission for a wind farm proposal on the edge of Dartmoor National Park.,,
7465,Case decided,Settlement,7227,29/08/2016,The Federal Court then dismissed the appeal on the basis that neither the lower court nor the Minister had fallen into legal error.,,
7464,Case opened,Filing,7227,28/01/2016,The Australian Conservation Foundation (ACF) challenged the Minister's decision to approve the opening of the Carmichael Coal Mine.,,
7463,Questioned project approved,Other,7227,14/10/2015,The Ministry of Environment approved the Adani mining project.,,
7462,Case decided,Settlement,7228,01/01/2015,Decision upheld,,
7461,Case handed to the Superior Justice Tribunal,Filing,7228,27/11/2007,The Case is handed to the STJ for revision,,
7460,Fine imposed,Other,7228,01/01/1995,The Federal Environmental Agency fined the appellants (Mr. Filho) for burning roughly 600 hectares of land to clear it for livestock grazing.,,
7459,Case decided,Settlement,7229,23/10/2007,The Court ordered the defendants to restore the forest.,,
7458,Civil proceeding began,Filing,7229,30/06/2004,The Federal Prosecutor filed a civil proceeding against the group responsible for draining and clearing a mangrove forest and putting a landfill and various structures in its place.,,
9393,Filing,Filing,7230,01/01/2009,,,
7457,Case decided,Settlement,7230,01/01/2009,,,
9394,Filing,Filing,7231,01/01/2010,,,
7456,Case on Appeal,Filing party appeal,7231,26/09/2012,The demandant appealed the decision before the Superior Justice Tribunal (national tribunal).,,
7455,Case decided,Settlement,7231,29/09/2010,The demandant sough judicial review of the decision that declared the validity of the penalty and the lack of rights to compensation due to the obligation to reforestate the permanent preservation area in his land.,,
10431,Sent back to lower court,Other,7232,18/10/2016,,,
10430,Appeal to state court of appeal dismissed,Decision,7232,18/03/2013,,,
10429,Appeal Dismissed,Decision,7232,01/03/2011,,,
10428,Appealed,Filing party appeal,7232,24/02/2011,,,
10427,Dismissed (without proceeding to merits),Decision,7232,08/02/2011,,,
7454,Case opened,Filing,7232,27/12/2010,,,
10050,Questions to the parties,Other,7251,10/01/2022,European Court published questions to the parties.,,
9249,Appeal to ECHR,Filing party appeal,7251,15/06/2021,,,
8744,Case decided,Decision,7251,22/12/2020,,,
7932,Appeal took place,Filing party appeal,7251,22/01/2020,,,
7446,Case on appeal,Filing party appeal,7251,05/02/2018,Greenpeace Nordic and Nature and Youth appealed the decision before the Supreme Court.,,
7445,Case decided,Settlement,7251,04/01/2018,Oslo District Court ruled in favor of the Norwegian Government.,,
7444,Case opened,Filing,7251,18/10/2016,Two NGOs sought a declaratory judgment from the Oslo District Court that Norway's Ministry of Petroleum and Energy violated the Norwegian constitution by issuing a block of oil and gas licenses.,,
7443,Questioned licensing decision,Other,7251,18/05/2016,The Government of Norway awarded 10 production licenses to 13 companies for oil and gas in the Artic Barents Sea.,,
7442,Appeal recognized admissible.,Filing party appeal,7253,30/11/2017,"Appeal court recognized the complain as admissible, and demands parties to submit evidence.",,
7441,Case dismissed,Decision,7253,15/12/2016,The court dismissed the claim on the grounds that it was unfounded.,,
7440,Case opened,Filing,7253,01/11/2015,"Mr. Liluya,  a Peruvian farmer filed claims for declaratory judgment and damages in a German court against RWE, Germany's largest electricity producer.",,
7439,Case decided,Settlement,7254,03/07/2013,"The Court found no conflicts between the two documents, but concluded that the Agreement must receive legislative approval before entering into force in Ecuador.",,
7438,Case opened,Filing,7254,28/11/2011,"Ecuador's Constitutional Court reviewed the Cooperative Agreement on Climate Change, Conservation of Biological Diversity, and Environmental Development Between the Republic of Ecuador and the Republic of Peru.",,
9399,Filing,Filing,7257,01/01/2014,,,
7437,Case decided,Settlement,7257,01/01/2014,"The Constitutional Council ruled that the first sentence of art.L.222-2 of the Environmental Code is unconstitutional, rejected the unconstitutionality of the other articles.",,
7436,Appeal granted,Settlement,7262,18/01/2012,"The Information Tribunal overturned the decision of the Information Commissioner, determining that if the email still existed then the language of the Regulation required the University to either produce it or issue a valid refusal notice.",,
7435,Appeal filed,Filing party appeal,7262,20/07/2011,Dr. Keiller submitted an appeal to the Tribunal.,,
7434,Denied,Settlement,7262,23/06/2011,Information Commissioner ruled that the email did not need to be produced as its sender no longer had possession or control of it.,,
7433,Case opened,Filing,7262,24/11/2009,"Mr. Keiller seeks before the Information Commissioner for the University of East Anglia to provide information that had been requested, which it had denied in 30/10/2009. The information requested was to produce an email and attachment related to an alleged manipulation of data of the historical climate record--the ""hockey stick"" graph controversy.",,
7432,Case decided by Tribunal,Decision,7264,10/12/2010,"The Tribunal rejected the permit application on the grounds that the development plans were at odds with policies encouraging habitat maintenance and biodiversity, and also found that the development would compromise a parcel that would otherwise act as a coastal buffer - a role the Tribunal expected to grow in importance as sea levels rise.",,
7431,Application for permit,Filing,7264,15/04/2009,"The Construction, which had begun in early March 2009, seeked permission to complete the construction work of a dwelling.",,
7430,Amendment issued,Filing,7264,13/03/2009,"Amendment C45 came into effect in the Glenelg Planning Scheme, which required additional planning permission requirements.",,
7429,Case decided,Settlement,7266,25/01/2012,"The Court concluded rates could be adjusted in prospect, making it permissible for the Secretary to reduce rates for installations coming online after April 1, 2012, but not in retrospect.",,
7428,Case opened,Filing,7266,01/01/2011,"Individuals, solar installation firms and community organizations coordinated by Friends of the Earth challenged the Secretary of State's decision to reduce the rate at which recipients of a FIT for solar would be compensated.",,
7425,Case dismissed,Decision,7267,02/03/2010,"The General Court dismissed the action for annulment as inadmissible, noting that Arcelor is neither individually nor directly concerned by the directive.",,
7424,Case opened,Filing,7267,15/01/2004,"Arcelor, steel producer, challenged the validity of the ETS Directive claiming it violated several principles of Community law.",,
7427,Case decided,Settlement,7269,23/11/2005,European Court reversed a Commission of the European Communities decision barring the UK from amending its national allocation plan (NAP) under Article 9 of Directive 2003/87.,,
7426,Case opened,Filing,7269,07/07/2004,The European Commission notifies the UK that the amendments to its allocation schemes are incompatible with the Directive.,,
7423,Case decided,Settlement,7271,08/04/2014,Land Court recommended that the project be refused or that strict conditions be imposed to ensure that mining will not affect groundwater supplies.,,
7422,Case opened,Filing,7271,20/02/2013,"Landowners, the Coast and Country Association of Queensland, and the Mackay Conservation Group challenged the proposal for a large-scale coal mine, arguing that there were significant uncertainties about the impact of mining on groundwater supplies.",,
7421,Case opened,Filing,7274,15/09/2016,Environmental NGOs and individual plaintiffs challenged the sale of a Swedish coal-fired power plant arguing the Swedish government's duty to care for its citizens.,,
7418,Case discontinued,Decision,7275,01/01/2018,The case was discontinued at the lead plaintiff's request.,,
7417,Case opened,Filing,7275,14/09/2016,Property owners filed a class action suit against Ontario's Ministry of Natural Resources seeking compensation for property damages alleging the Ministry should've warned them about flood risks.,,
7416,Settlement agreed,Decision,7276,03/03/2016,The Council's insurers agreed to a settlement.,,
7415,Case opened,Filing,7276,01/09/2015,"A group of plaintiffs who own property along in New South Wales, Australia sought damages from the local government authority, the Byron Shire Council, to cover the costs of erecting shoreline protections on their parcels and to compensate for lost value to their properties from encroaching seas.",,
9423,Filing,Filing,7277,25/03/2015,,,
8732,Court order issued,Settlement,7277,19/11/2020,,,
8731,Court decision challenged,Filing party appeal,7277,26/03/2018,,,
7414,Case decided,Decision,7277,06/03/2017,"The Court ruled that climate change is indeed a relevant consideration for the environmental review of the Thabametsi Project. Because the review approved by the Minister ignored climate change, the court held it to be legally invalid.",,
7413,Second appeal filed,Filing party appeal,7277,23/03/2016,"Earthlife seeks review of the decision of granting the License and of the appeal decision, alleging under CC considerations the License shoudn't be granted.",,
7412,License is sustained,Decision,7277,07/03/2016,"The Ministry of Environmental Affairs maintains its decision, although it recognises CC impacts should be considered and adds an additional condition to the License: it must undertake a CC impact assessment.",,
7411,Disputed License is granted,Other,7277,25/02/2015,Minister of Environmental Affairs grants authorisation for the construction of a coal-fored power station.,,
7410,Case opened,Filing,7278,01/01/2017,"Greenpeace requested that Alberta's Securities Commission freeze, pending review, Kinder Morgan Canada's initial public offering (IPO) based on alleged deficiencies in its prospectus. Case is still undecided.",,
7409,Case opened,Filing,7279,01/01/2010,Global Legal Action on Climate Change (GLACC) filed a petition with the Supreme Court of the Philippines seeking relief from dangers arising from flooding.,,
7408,Case decided,Settlement,7280,07/06/2007,"the Committee concluded that Greece had indeed violated several articles 2, 3, and 11 of the European Social Charter",,
7407,Evidence presented,Filing,7280,12/01/2006,Greek Government presented its case and asked the Committee to dismiss the complaint as unfounded.,,
7406,Case opened,Filing,7280,04/04/2005,"Marangopoulos Foundation for Human Rights (MFHR) alleged that the Greek government was not in compliance with Greek, European, and international law because of the nature of its oversight (and partial ownership of) several lignite coal mines and coal-fired power plants.",,
7405,Case opened,Filing,7281,23/04/2013,"Earthjustice filed a petition on behalf of the Arctic Athabaskan Council alleging that Canada's lax regulations on emissions threaten the Athabaskan people's human rights. Case was filed, it has not yet been decided.",,
7404,Appeal dismissed,Settlement,7282,27/09/2016,"The Court refused to review the Queensland Supreme Court's decision arguing that it is the lower courts' responsibility to determine factual questions, such as the scope of coal mining operations and the nature of the market for coal.",,
7403,Case opened,Filing,7282,07/07/2005,Coast and Country Association of Queensland appealed the decision by the Ministry of Environment to grant permission for new coal mining project.,,
7402,Permit sustained,Settlement,7283,29/08/2016,"The Court decided to dismiss the application for judicial review, and mantain the permit that was granted to Adani Mining.",,
7401,Case opened,Filing,7283,28/01/2016,"Australian Conservation Foundation, non-profit, challenged the decision to approve a coal mine project.",,
7400,Permit granted,Decision,7283,14/10/2015,Minister of Environment grants permission for the construction of a new open-cut coal mine in Queensland by Adani Mining.,,
7399,Permit granted,Settlement,7284,12/04/2010,The Tribunal decided to grant permission subject to the requirement that the house be elevated per Melbourne Water's recommendation (given possible sea level rise due to CC).,,
7398,Case opened,Filing,7284,01/07/2005,Residents challenged the County Council's decision to permit construction of a two-story house,,
7397,Permit denied,Settlement,7285,06/08/2010,The Tribunal upheld the denial on the grounds that permission to build in the desired location would put the building in the path of flooding driven by climate change and sea level rise.,,
7396,Case opened,Filing,7285,01/07/2005,Mr. D'Abate challenged the Shire Council's denial of his request for permission to build a new two-story dwelling. The denial was based on the finding that the new building would intensify development in a floodplain.,,
7395,Permit granted,Settlement,7286,09/11/2016,"The Court decided to uphold the appeal, and ordered the Council to grant permission for the development of the dwelling.",,
7394,Case opened,Filing,7286,23/07/2016,Mr. Fetherston appelaed the decision by the Wollongong City Council to deny permission to build a two-story dwelling.,,
9388,Filing,Filing,7287,01/01/2010,,,
7393,Permission granted,Settlement,7287,14/09/2010,The Tribunal ordered the Council to grant the building permission.,,
7392,Case closed,Settlement,7288,30/07/2011,The Tribunal upheld the government's refusal to produce the 11 contested documents.,,
7391,Case opened,Filing,7288,25/05/2010,A journalist challenged the government of Victoria's refusal to produce all of the documents responsive to his request under the Freedom of Information Act 1982.,,
9389,Filing,Filing,7289,01/01/2009,,,
7390,Appeal dismissed,Settlement,7289,23/03/2010,"The Court ruled that the decision by the Council should be upheld, permit is denied.",,
7389,Appeal filed,Filing party appeal,7289,01/12/2009,The couple prepares a new vulnerability assessment and appeals the Tribunal's decision.,,
7388,Case decided,Settlement,7289,25/09/2009,The Tribunal upheld the Council's decision.,,
7387,Case closed,Settlement,7290,07/02/2017,"The Court decided the Council's decision should be upheld, and permission for the development should be denied. The Appeal was dismissed.",,
7386,Decision appealed,Filing party appeal,7290,22/04/2015,Pridel Investments challenges the Council's decision to deny permission for a 39-lot subdivision in Coffs Harbour.,,
7385,Permission denied,Filing,7290,26/03/2015,"Coffs Harbour City Council denied the permission for a development application by Pridel Investments, because of high flooding risks among other factors.",,
7384,Permission granted,Settlement,7291,10/08/2010,The Tribunal decided to allow the development and ordered the Council to grant conditional permission for the development.,,
7383,Decision appealed,Filing,7291,09/07/2010,Applicants seeking permission to develop four joined two-story units on a beachfront plot appealed the city council's denial.,,
7382,Case decided,Settlement,7292,13/07/2009,The Tribunal decided to maintain the Council's decision given that the windfarm is in the public's interest.,,
7381,Case opened,Filing,7292,30/06/2005,"Local residents challenged approval of a wind farm on various grounds (noise, heritage, culture).",,
7380,Permit granted,Decision,7292,31/07/2008,The Surf Coast Shire Council granted planning permit for the development of a wind energy facility.,,
7379,Case closed,Settlement,7293,31/03/2014,"The Tribunal decided to maintain the Council's decision, but rquired additional conditions relating to the wetlands and protections against sea level rise.",,
7378,Case opened,Filing,7293,05/07/2005,Local residents challenged the Shire council's approval of a development of property 230 meters from the coast and in an area encompassing several ephemeral wetlands.,,
7377,Permit granted,Settlement,7294,21/12/2007,"The Court decided that given the benefits of the windfarm, it should be allowed.",,
7376,Case opened,Filing,7294,01/03/2006,"A windfarm developer whose permission to install 9 turbines has been denied, sought judicial review of this decision.",,
7375,Decision upheld,Settlement,7295,11/04/2001,The Tribunal decided the permission for the windfarm should be upheld.,,
7374,Case opened,Filing,7295,05/10/2000,Local residents challenged the grant of permission to develop a 12-turbine windfarm on various grounds.,,
9390,filing,Filing,7296,01/01/2007,,,
7373,Case dismissed,Decision,7296,15/02/2007,,,
9391,filing,Filing,7297,01/01/2017,,,
7372,Withdrawn,Settlement,7297,01/01/2017,Shareholders withdrew their suit after the CBA released a 2017 annual report that acknowledged the risk of climate change and pledged to undertake climate change scenario analysis to estimate the risks to CBA's business.,,
7371,Case opened,Filing,7298,25/12/2017,,,
7370,Case opened,Filing,7299,05/09/2017,"GroundWork, non-profit, filed a motion to revoke the Environmental Affair's authorization to develop a 600 MW coal-fired power plant. The Case is still undecided.",,
7369,Petition denied,Settlement,7300,01/01/2013,The Court decided to reject the petitioners request.,,
7368,Case opened,Filing,7300,14/04/2016,"Petitioners object the approval of a 22-turbine on-shore wind farm, seeking for the Court to overturn it.",,
7367,Case open,Filing,7301,28/08/2015,"The complaint was amended, no decision has been made.",,
7366,Case opened,Filing,7301,20/09/2012,"Plaintiffs filed a suit on behalf of 4 Ugandan minors, arguing that under the Constitution it is the duty of the State to preserve natural resources from degradation for both present and future generations.",,
9410,Filing,Filing,7302,01/01/2017,,,
7365,Case decided,Settlement,7302,21/11/2017,"The High Court ruled against Friend of the Irish Environment arguing lack of standing, but recognized ""a personal consitutional right to an environment"".",,
7364,Appeal rejected,Decision,7303,25/01/2019,The Court of Appeal rejected the Plaintiffs appeal of the High Court's decision. It is not possible to appeal this decision.,,
7363,Appeal filed,Filing party appeal,7303,26/07/2018,The Claimants the decision of the High Court.,,
7362,Case dismissed,Decision,7303,20/07/2018,The High Court found the claims were not arguable and denied permission for the case to proceed.,,
7361,Appeal filed,Filing party appeal,7303,22/02/2018,The Claimants appealed the decision of the Administrative Court.,,
7360,Case dismissed,Decision,7303,15/02/2018,The Adminstratif Court found the Claimants' grounds didn't meet the permission threshold.,,
7359,Case opened,Filing,7303,08/12/2017,"Plan B Earth, non-profit, filed a climate change lawsuit against the Secretary of State for Business, Energy, and Industrial Strategy for failing to revise 2050 carbon reduction targets in the light of new international law and scientific evidence.",,
7353,Case decided by Supreme Court,Settlement,7304,05/04/2018,"Supreme Court decided in favour of the plaintiffs, and ordered the government to formulate and implement action plans to address deforestation in the Amazon.",,
7352,Appeal filed,Filing party appeal,7304,16/02/2018,Plaintiffs appealed this decision before the Supreme Court.,,
7351,Decision by lower court,Settlement,7304,12/02/2018,Court of Bogotá decided against the plaintiffs.,,
7350,Case opened,Filing,7304,29/01/2018,"25 youth plaintiffs between the ages of 7-26 years old sued several bodies within the Colombian government, alleging that climate change and the government's failure to reduce deforestation and ensure compliance with a target for zero-net deforestation in the Colombian Amazon by the year 2020 (target of the National Development Plan 2014-2018) threatens their fundamental rights.",,
7358,Advisory opinion issued by Inter-American Court,Settlement,7305,15/11/2017,"The Court provided and advisory opinion with respect to the three rights mentionned (life, integrity and health) saying the Government has a duty to prevent, preserve, provide informationand cooperate.",,
7357,Advisory opinion requested,Filing,7305,14/03/2016,"Colombia requested to the Inter-American Court of Human Rights an advisory opinion concerning the interpretation and scope of articles related to human rights, personal integrityand right to life of the American Convention, this in relation to a healthy environment as a human right.",,
7349,Amici curiae brief filed,Filing,7306,01/06/2018,Nine Indonesian and international environmental groups filed an amici curiae brief in the proceeding before the Denpasar Administrative Court.,,
7348,Case opened,Filing,7306,24/01/2018,Greenpeace Indonesia and 3 local residents challenged the Bali Governor's granting of environmental permits for the expansion of a Coal-Fired Power Plant in Bali.,,
8679,Case dismissed,Decision,7307,15/01/2019,,,
7347,Case opened,Filing,7307,01/03/2017,"Ridhima Pandey, a 9-year-old, filed a petition arguing that the Public Trust Doctrine, India's commitments under the Paris Agreement, and India's existing environmental laws and climate-related policies oblige greater action to mitigate climate change. The case is still undecided.",,
7346,Case opened,Filing,7308,04/07/2017,Representatives of the Mataatua District Maori Council filed a claim alleging that New Zealand has breached its obligations to the Maori by failing to implement policies that will address climate change. The case is still undecided.,,
8699,Settlement reached,Settlement,7309,02/11/2020,,,
7345,Case opened,Filing,7309,24/07/2018,"Mark McVeigh, a pension fund member filed suit against the Retail Employees Superannuation Trust (REST) alleging that it violated the Corporations Act 2001 by failing to provide information related to climate change business risks and any plans to address those risks.",,
8740,Supreme Court decision,Settlement,7310,16/12/2020,,,
8156,Supreme Court granted appeal,Interim decision,7310,06/05/2020,,,
7961,Appeal reversed lower court,Decision,7310,27/02/2020,,,
7910,Appeal occurred,Filing party appeal,7310,21/10/2019,,,
7852,Case appealed,Filing party appeal,7310,22/07/2019,The plaintiffs appealed the decision of the Court.,,
7851,Case decided,Decision,7310,01/05/2019,The Court refused the 6 climate-related claims filed by the plaintiffs.,,
7850,Complaint amended,Other,7310,01/11/2018,,,
7344,Case opened - First complaint,Filing,7310,03/08/2018,"Friends of the Earth and Plan B Earth, both non-profits, filed a suit against Secretary of State for Transport Chris Grayling (the Secretary) alleging inadequate consideration of climate change impacts in regardsto the expansion of Heathrow Airport. The suit was filed before the High COurt of Justice Queen's Bench Division Administrative Court.",,
8685,Case dismissed,Decision,7311,11/10/2019,,,
7849,Regulation of interest is issued,Other,7311,03/07/2018,Ontario Regulation 386/18 is adopted,,
7343,Case opened,Filing,7311,11/09/2018,Environmental groups files a lawsuit against Ontario Government alleging it failed to meet legal requirements for public consultation on regulations that would end Ontario's cap and trade program (Regulation 386/18),,
7848,Case decided,Settlement,7312,28/06/2019,The Court upheld the constitutionality of the GGPPA.,,
7847,Contested policy is adopted,Other,7312,21/06/2018,The National Greenhouse Gas Pollution Pricing Act (GGPPA) is adopted as Canada's carbon pricing system.,,
7342,Case opened,Filing,7312,13/09/2018,Province of Ontario filed a suit in the Ontario Court of Appeal seeking consideration of whether GHG Pollution Pricing Act (GGPPA) is unconstitutional.,,
9061,Appeal rejected,Decision,7313,14/01/2021,,,
8678,Case dismissed,Decision,7313,05/06/2020,,,
7341,Case opened,Filing,7313,04/03/2019,Plaintiffs from 6 countries filed a suit against the EU in the European General Court in Luxembourg to challenge the treatment of forest biomass as a renewable fuel in the EU's 2018 revised Renewable Energy Directive (RED II).,,
7846,Case decided,Settlement,7314,08/02/2019,"The Court sustained the Ministry's decision, arguing that the project was not in thepublic interest since the costs (social, environmental) of the project outweigh it benefits.",,
7845,License denied,Settlement,7314,01/12/2017,Department of Planning denies Rocky Hill Coal Project application.,,
7340,Case opened,Filing,7314,19/12/2017,Gloucester Resources Ltd. filed a lawsuit against the Minister of Planning appealing the denial of the company's project to construct an open cut mine in New South Wales.,,
7844,Court dismissed the case (ruling is still pending),Decision,7315,31/10/2019,The Court dismissed the case concluding that the target was not legally binding.,,
7339,Case opened,Filing,7315,25/10/2018,"Three german families and Greenpeace Germany filed a lawsuit before the Berlin Adminsitrative Court against the German Govenrment for backing off its 2020 GHG emission reduction target, in violation of the plaintiffs' rights to life and health.",,
7843,Rejection of French Government of plaintiffs' request,Decision,7316,15/02/2019,"Four non-profits, including ""Notre affaire a  Tous"" (NAAT), sent a request to 12 members of French government as a first stage of a legal proceeding called ""Action for failure to act"". The French Government rejected this request.",,
7338,Case opened,Filing,7316,14/03/2019,"French NGO ""Notre affaire à Tous"" (NAAT) filed a lawsuit against the French Government before the Administrative Court in Paris due to its inadequate action on cliamte change.",,
7842,Case decided,Settlement,7318,23/11/2018,"The High Court ruled that the decision was invalid, since the Secretary had not lawfully weighed the relative costs and benefits of tourism and biodiversity as required by NPPF regulations, and the Secretary porvided insufficient evidence to explain why emissions would be reduced if the coal project was denied.",,
7336,Case opened,Filing,7318,25/12/2018,H.J. Banks & Co. Ltd. Challenged the Secretary of Sate for Housing's decision of denying a planning permission for coal mining project on the grounds that it would have adverse effects on GHG emissions.,,
10111,Judgment,Decision,7319,13/12/2021,Case dismissed by Quebec Court of Appeal.,,
10110,Appeal,Filing party appeal,7319,16/08/2019,,,
7841,Case dismissed,Decision,7319,11/07/2019,"The Court dismissed the motion for authorization of a class action, arguing that the age limits had insufficient justification (among other reasons).",,
7335,Case opened,Filing,7319,26/11/2018,"The Canadian NGO ""Environnement JEUnesse"" filed a case before the Superior Court of Québec to bring action against Canadian Government on behalf of citizens aged under 35, for violating the plaintiffs' rights by setting insufficinet GHG reduction targets.",,
8269,Case decided,Settlement,7320,31/07/2020,Supreme Court rules in favour of Friends of the Irish Environment,,
7962,Case appealed,Filing party appeal,7320,22/11/2019,,,
7840,Case decided,Settlement,7320,19/09/2019,The Court ruled in favor of the Government rejecting the calim that the Plan was invalid for failing to achieve substantial short-term emission reductions. It also argued that the Plan is an initial step in achieving targets towards a low-carbon and climate resilient economy.,,
7839,Case argued before High Court,Other,7320,22/01/2019,,,
7838,Disputed policy is adopted,Other,7320,01/01/2019,The Irish Government approves the National Mitigation Plan,,
7334,Case opened,Filing,7320,25/12/2018,The advocacy group Friends of the Irish Environment (FIE) filed a suit before the High Court challengin the approval of the National Mitigation Plan as it violated Ireland's Climate Action and Low Carbon Development Act (2015).,,
9246,Case decided,Settlement,7321,01/07/2021,"Council d'Etat ordering the government to ""take all the measures necessary""",,
8716,Case decided,Settlement,7321,19/11/2020,,,
7333,Case opened,Filing,7321,23/01/2019,"The municipality of Grande-Synthe sued the French Government for insufficient action on climate change, before the Conseil d'Etat (highest administrative court in France). This is a a low-lying coastal municipality exposed to sea level rise and flooding.",,
7837,Case decided,Settlement,7322,01/01/2019,The Court ruled that the company resolution authorizing construction of the powe plan was legally invalid.,,
7332,Case opened,Filing,7322,24/10/2018,"ClientEarth, NGO and shareholder of Enea (utility company) filed a case against the company regarding the construction of a coal-fired power plant. The claim was brought under Polish Commercial Companies Code.",,
7331,Case opened,Filing,7323,13/05/2019,"A group of 8 islanders of Torres Strait, Australia filed a case before the UN Human Rights Committee against the government of Australia for violating the plaintiffs' human rights under International Covenant on Civil and Political Rights fue to government's failure to address climate change.",,
9341,Case appealed,Responding party appeal,7324,23/08/2021,Shell appealed against the court order,,
9194,District Court Judgment,Decision,7324,26/05/2021,The Hague District Court rules in favour of NGO plaintiffs,,
7330,Case opened,Filing,7324,05/04/2019,"Friends of the Earth Netherlands and 6 other co-plaintiffs filed a case before the Hague Court of Appeals seeking ruling that Shell must reduce its Co2 emissions by 45% by 2030 compared to 2010 levels and zero by 2050, in line with the Paris Agreement. The underlying argument is that Shell has a duty to take action to reduce GHG emissions based on Art. 6:162 of the Dutch Civil Code (duty of care and human rights obligations by failing to take adequate action to curb contributions to climate change).",,
7836,Case decided,Settlement,7325,22/02/2018,"The Court decided that Article 10a of Directive 2003/87/EC can be interpreted as Union-wide rules not precluding national provisions, therefore, a after which the applicant has no means of correcting or supplementing its application, may be impossed.",,
