"Id","Title","Link","Legislation type","Description","Parent","Parent Id","Geography","Geography iso","Sectors","Frameworks","Responses","Keywords","Natural hazards","Document types","Instruments","Governances","Litigation ids","Visibility status"
"8999","Law on Rational and Efficient Electric Energy Use","https://climate-laws.org/geographies/venezuela/laws/law-on-rational-and-efficient-electric-energy-use","legislative","This act requires the government to promote research and development of energy efficiency technologies, allows the government to certify energy efficient technologies accordingly, and requires all sectoral planning to include energy efficiency provisions.","","","Venezuela","VEN","Energy","","Mitigation","Research And Development;Energy Demand","","Law","Designing processes|Governance and planning;Research and development|Capacity-building","","","published"
"8975","Act No. LVII concerning energy efficiency","https://climate-laws.org/geographies/hungary/laws/act-no-lvii-concerning-energy-efficiency","legislative","This act requires the government to set an energy efficiency target for 2020, and to create a National Energy Efficiency Action Plan and a National Building Energy Strategy. It also requires the Hungarian Energy and Utility Regulatory Authority to collect data on energy efficiency, record and publish energy efficiency savings, maintain a list of energy auditors, maintain an energy efficiency website, carry out assessments of energy supply sources, classify new energy production facilities based on their efficiency, approve a cost-benefit analysis, and keep a record of costs and expenditures, and outlines minimum energy efficiency standards for government buildings: at least 3% of the total area is subject to energy efficiency renovations annually.","","","Hungary","HUN","Transportation;Energy;Residential and Commercial","","Mitigation","Energy Demand;Buildings","","Law","Monitoring and evaluation|Governance and planning;Standards and obligations|Regulation;Developing plans and strategies|Governance and planning","","","published"
"8949","Law on Turkish Atomic Energy Authority","https://climate-laws.org/geographies/turkey/laws/law-on-turkish-atomic-energy-authority","legislative","This act establishes the Turkey Atomic Energy Agency and requires it to create a national atomic energy plan, conduct research and development related to nuclear energy, and oversee all aspects of atomic energy producing, including licensing and design and construction of facilities. It also requires the agency to collect and manage data and information about atomic energy, as well as to educate and train relevant government staff.","","","Turkey","TUR","Energy","","Mitigation","Institutions / Administrative Arrangements;Research And Development;Energy Supply","","Law","Designing processes|Governance and planning;Education and training|Capacity-building;Creating bodies and institutions|Governance and planning","","","published"
"8927","Fusion Energy Development Act and Nuclear Energy Promotion Act","https://climate-laws.org/geographies/south-korea/laws/fusion-energy-development-act-and-nuclear-energy-promotion-act","legislative","These acts requires the Minister of Science, Information and Communications Technology and Future Planning to create a master plan, project plan, and implementation plan for promoting nuclear fusion energy, and requires the government to provide financial and technical assistance to businesses and research organizations developing fusion energy research and technology.","","","South Korea","KOR","Transportation;Energy","","Mitigation","Institutions / Administrative Arrangements;Research And Development;Energy Supply","","Law","Provision of climate finance|Direct investment;Developing plans and strategies|Governance and planning","","","published"
"9219","Renewable Energy Roadmap 2030 for the Electricity sector","https://climate-laws.org/geographies/mauritius/policies/renewable-energy-roadmap-2030-for-the-electricity-sector","executive","This document sets Mauritius' government strategy for enhancing the role of renewable energy sources within the country's electricity sector. It defines capacity targets to reach by 2025 and 2030. The technologies include solutions generating current from tidal/wave, offshore wind, solar and hydro.","","","Mauritius","MUS","Energy","","Mitigation","Energy Supply","","Road Map/Vision","Designing processes|Governance and planning","","","published"
"9211","Law on Energy Efficiency and Renewable Energy","https://climate-laws.org/geographies/armenia/laws/law-on-energy-efficiency-and-renewable-energy","legislative","This law seeks to define and implement government policies for energy efficiency and renewable energy, in order to strengthen Armenia's economic development and energy independence, enhance the reliability of the power system, create new industries and reduce greenhouse gases and other harmful substances emissions.

The document stipulates that electricity produced from renewable sources should be purchased by the distribution company under a tariff scheme. The Armenian Fund for Renewable Energy and Energy Saving is in charge of these issues.","","","Armenia","ARM","Energy","","Mitigation","Energy Supply;Energy Demand","","Law","Designing processes|Governance and planning;Capacity-building - general|Capacity-building","","","published"
"9197","Decrees 476/2019 and 548/2019 on renewable energies","https://climate-laws.org/geographies/argentina/policies/decrees-476-2019-and-548-2019-on-renewable-energies","executive","This decrees amend past decrees in order to update the regulatory framework on renewable energy production and reassess the thresholds for related incentives.","","","Argentina","ARG","Energy","","Mitigation","Energy Supply","","Decree","Capacity-building - general|Capacity-building","","","published"
"9195","law 117/2019 amending law 50/1991 on construction work","https://climate-laws.org/geographies/romania/laws/law-117-2019-amending-law-50-1991-on-construction-work","legislative","This law amends two articles of the law 50/1991 and establishes that it is no longer mandatory to seek a permit in order to install solar photovoltaic panels on roofs.","","","Romania","ROU","Energy","","Mitigation","Energy Supply","","Law","Standards and obligations|Regulation","","","published"
"9187","Royal Decree 244/2019 regulating the administrative, technical and economic conditions of the self-consumption of electric energy","https://climate-laws.org/geographies/spain/policies/royal-decree-244-2019-regulating-the-administrative-technical-and-economic-conditions-of-the-self-consumption-of-electric-energy","executive","This decree seeks to promote the self-consumption of energy, and particularly renewable energy, by regulating the sector. It notably 1) updates the framework for the connection and energy supply to the electricity grid, and the economic compensations attached to different schemes 2) authorises the self-consumption for a group of people (beyond single owners), and 3) ease the regulatory process for small-scale producers.

This document derives from <a href=""http://www.lse.ac.uk/GranthamInstitute/law/law-24-2013-on-the-electric-sector/"">Law 24/2013</a> on the energy sector, and <a href=""http://www.lse.ac.uk/GranthamInstitute/law/royal-decree-law-15-2018-on-urgent-measures-for-energy-transition-and-consumer-protection/"">Royal Decree-Law 15/2018</a>.","","","Spain","ESP","Energy","","Mitigation","Institutions / Administrative Arrangements;Energy Supply;Energy Demand","","Decree","Designing processes|Governance and planning","","","published"
"8861","Royal Decree No. 90 of 2007 Establishing the Ministry of Environment and Climate Affairs","https://climate-laws.org/geographies/oman/laws/royal-decree-no-90-of-2007-establishing-the-ministry-of-environment-and-climate-affairs","legislative","Royal Decree No. 90 of 2007 establishes the Ministry of Environment and Climate Affairs out of the Ministry of Regional Municipalities, Environment and Water Resources.","","","Oman","OMN","Economy-wide","","Adaptation;Mitigation","Institutions / Administrative Arrangements","","Royal Decree","Designing processes|Governance and planning;Creating bodies and institutions|Governance and planning","","","published"
"8884","Executive Decree No. 304/14 approving the Regulation of the Cabinet of the National Directorate of Rural Electrification","https://climate-laws.org/geographies/angola/policies/executive-decree-no-304-14-approving-the-regulation-of-the-cabinet-of-the-national-directorate-of-rural-electrification","executive","This Executive Decree approves the Regulation of the Cabinet of the National Directorate of Rural Electrification. This Regulation, consisting of six Chapters and 1 Annex, establishes composition, duties and responsibilities of the above mentioned institution, entitled to: coordinate and streamline the country's electrification process, setting out its tasks and regulating its organisational structure in general. Part of its duties is to promote renewable energies for rural areas.","","","Angola","AGO","","","Mitigation","Institutions / Administrative Arrangements;Energy Supply","","Decree","Designing processes|Governance and planning;Capacity-building - general|Capacity-building","","","published"
"8888","Resolution No. 122/09 approving the Strategy for the Development of Biofuels in Angola","https://climate-laws.org/geographies/angola/policies/resolution-no-122-09-approving-the-strategy-for-the-development-of-biofuels-in-angola","executive","This Resolution approves the Strategy for the Development of Biofuels in Angola and presents the Strategy. The Ministries of Agriculture, Urbanism, Environment, Industry, Petroleum and Energy, are in charge of developing and submit to the Government the National Program for Biofuel Production.

The Strategy aims to contribute to rural development through the following activities: economic integration of national agricultural producers and rural communities in the biofuel production chain; meet some of the national energy needs, promoting energy diversification; preserve the environment; contribute to the diversification of the economy and analyse the advantages and disadvantages of the production of biofuels. The country also expects to be able to join carbon markets in the framework of the Kyoto Protocol.","","","Angola","AGO","Transportation;Energy;Economy-wide;Agriculture","","Mitigation","Energy Supply","","Resolution;Strategy","Multi-level governance|Governance and planning;Developing plans and strategies|Governance and planning","","","published"
"8906","Act creating the Environment Protection Agency of the Republic of Liberia","https://climate-laws.org/geographies/liberia/laws/act-creating-the-environment-protection-agency-of-the-republic-of-liberia","legislative","This Act provides for the establishment of the Environment Protection Agency, the National Environment Policy Council, the Environmental Court of Appeals, the Environmental Administrative Court and the Environment Protection Fund, for the designation of Environmental Inspectors and other matters relative to administration in the field of environment, for environment impact assessment and monitoring and for environmental enforcement orders.","","","Liberia","LBR","Economy-wide","","Adaptation;Mitigation","Institutions / Administrative Arrangements","","Act","Climate fund|Governance and planning;Monitoring and evaluation|Governance and planning;Creating bodies and institutions|Governance and planning","","","published"
"9226","Order No. 99-0277 / PR / MATETA establishing the National Steering Committee on Climate Change","https://climate-laws.org/geographies/djibouti/policies/order-no-99-0277-pr-mateta-establishing-the-national-steering-committee-on-climate-change","executive","This Order creates the National Steering Committee for Climate Change whose role is to: supervise all activities related to climate change at the national level and supervise the project management team; give a general orientation on actions to be taken in the field of climate change; coordinating institutional structures dealing with climate change issues.","","","Djibouti","DJI","Economy-wide","","Adaptation;Mitigation","Institutions / Administrative Arrangements","","Decree/Order/Ordinance","Designing processes|Governance and planning;Creating bodies and institutions|Governance and planning","","","published"
"9192","Ministerial Order No. 9.048 on the Steering Committee of the Program 'Towards a Local Development Less Emitter of Greenhouse Gases and More Resistant to Climate Change (TACC Senegal)","https://climate-laws.org/geographies/senegal/policies/ministerial-order-no-9-048-on-the-steering-committee-of-the-program-towards-a-local-development-less-emitter-of-greenhouse-gases-and-more-resistant-to-climate-change-tacc-senegal","executive","This decree creates a Steering Committee of the Project ""Integration of Adaptation to Climate Change in Sustainable Development in Senegal (TACC Senegal)"". It defines structure and functions of the Committee.","","","Senegal","SEN","","","Adaptation;Mitigation","Institutions / Administrative Arrangements","","Decree/Order/Ordinance","Designing processes|Governance and planning;Creating bodies and institutions|Governance and planning","","","published"
"8924","Law No. 48-15 on the regulation of the electricity sector and the creation of the National Electricity Regulatory Authority","https://climate-laws.org/geographies/morocco/laws/law-no-48-15-on-the-regulation-of-the-electricity-sector-and-the-creation-of-the-national-electricity-regulatory-authority","legislative","This law organises the regulation of the electricity sector and the creation of the national electricity regulatory authority. Specifically, it sets out the missions of the national transmission grid operator and the electricity distribution system operators; the resources of the National Transmission System Operator and Transmission System Operators; access to electricity networks; the settlement of disputes and tariffs.

It also regulates the National Electricity Regulatory Authority establishing it mission and functions.

The law notably seeks to boost the implementation of renewable energy capacity, and to facilitate its participation to the grid beyond intermittency.","","","Morocco","MAR","Energy","","Mitigation","Institutions / Administrative Arrangements;Energy Supply","","Law","Designing processes|Governance and planning;Taxes|Incentives;Creating bodies and institutions|Governance and planning","","","published"
"8850","Rural Electrification Fund Establishment Proclamation (No. 317 of 2003)","https://climate-laws.org/geographies/ethiopia/laws/rural-electrification-fund-establishment-proclamation-no-317-of-2003","legislative","This Proclamation establishes the Rural Electrification Fund for purposes of providing loans and technical services for Rural Electrification Projects carried out by private operators, cooperatives and local communities and more specifically for those projects operating on renewable energy sources and to encourage the utilisation of electricity for production and social welfare purposes in rural areas.","","","Ethiopia","ETH","Transportation;Energy","","Mitigation","Institutions / Administrative Arrangements;Energy Supply","","Law","Climate fund|Governance and planning","","","published"
"9056","Decree No. 74 creating the Interministerial Committee on Energy Efficiency","https://climate-laws.org/geographies/chile/policies/decree-no-74-creating-the-interministerial-committee-on-energy-efficiency","executive","This Decree creates the Interministerial Committee on Energy Efficiency, whose mission is to advise the President of the Republic on the promotion and coordinated implementation of sectoral plans and programs that contribute to increasing indicators of energy consumption reduction and compliance with the National Strategy of Energy in the public sector for the year 2020.

The Committee has the following main functions: advise the President on the coordinated formulation of public policies, plans, projects and programs aimed at the development of energy efficiency; propose joint actions with other public and / or private organisations, aimed at promoting the development of energy efficiency; and, report annually to the President the results of the evolution of the energy efficiency in the country.

This decree was <a href=""https://www.leychile.cl/Navegar?idNorma=1116403"">amended</a> in 2018.","","","Chile","CHL","Energy","","Mitigation","Institutions / Administrative Arrangements;Energy Supply","","Decree","Designing processes|Governance and planning;Creating bodies and institutions|Governance and planning","","","published"
"9058","Decree No. 134 approving Long Term Energy Planning Regulation","https://climate-laws.org/geographies/chile/policies/decree-no-134-approving-long-term-energy-planning-regulation","executive","This Decree approves the ""Long-term energy planning regulation"" which establishes the conditions, characteristics, deadlines, stages and the procedure by which the long-term energy planning should be developed by the Ministry of Energy. Energy planning should include different energy scenarios of generation expansion and consumption in a planning horizon of at least thirty years. The document aims at fostering renewable solutions and energy efficiency.","","","Chile","CHL","Energy","","Mitigation","Energy Supply;Energy Demand","","Decree","Designing processes|Governance and planning","","","published"
"9060","Decree No. 336 on Energy Efficiency","https://climate-laws.org/geographies/chile/policies/decree-no-336-on-energy-efficiency","executive","This Decree creates the Commission for the Country Program on Energy Efficiency. The Commission's main mission is to advise the Ministries of State that have signed this Decree, in concrete actions, plans, policies and energy efficiency measures, as well as other activities related to the Program. The main objective is to ensure an energy use that improves the security of energy supply.","","","Chile","CHL","Energy","","Mitigation","Energy Supply;Energy Demand","","Decree","Designing processes|Governance and planning;Creating bodies and institutions|Governance and planning","","","published"
"9168","Decree No. 2016-862 on energy management","https://climate-laws.org/geographies/cote-d-ivoire/policies/decree-no-2016-862-on-energy-management","executive","This Decree establishes the terms, conditions and obligations for the implementation of energy management. Its purpose is to to direct energy demand towards greater efficiency of the energy system in the context of national energy policy and national programs of the Government on energy efficiency and renewable energies. The control of energy must make it possible to ensure and encourage technological progress, and the improvement of economic efficiency.","","","Côte d'Ivoire","CIV","Energy","","Mitigation","Energy Supply;Energy Demand","","Decree","Designing processes|Governance and planning","","","published"
"9190","Decree No. 2011-1689 establishing the National Committee on Climate Change","https://climate-laws.org/geographies/senegal/policies/decree-no-2011-1689-establishing-the-national-committee-on-climate-change","executive","This decree establishes a National Committee on Climate Change (COMNACC), under the authority of the Ministry of the Environment. The COMNACC is made up of representatives of state, local and associative structures, and it is a body for coordination, consultation, training, awareness raising, management and monitoring of the various activities identified in the implementation of the United Nations Framework Convention on Climate Change and its additional legal instruments.

The COMNACC should plays a facilitator role for information, raising awareness and training in the design, financing, implementation, validation and monitoring of national, sub-regional and regional programs and projects related to the priority areas related to climate change. It has two subcommittees: the Carbon Sequestration Subcommittee and the Energy Subcommittee.","","","Senegal","SEN","","","Mitigation","Institutions / Administrative Arrangements","","Decree","Education and training|Capacity-building;Knowledge sharing and dissemination|Capacity-building;Monitoring and evaluation|Governance and planning;Creating bodies and institutions|Governance and planning","","","published"
"9236","Decree No. 2016-383/PRES/PM/MEEVCC on the organisation of the Ministry of Environment, Green Economy and Climate Change","https://climate-laws.org/geographies/burkina-faso/policies/decree-no-2016-383-pres-pm-meevcc-on-the-organisation-of-the-ministry-of-environment-green-economy-and-climate-change","executive","This decree determines the organization of the Ministry of Environment, Green Economy and Climate Change. This ministry includes the following structures: the Minister's Office and the General Secretariat. The Minister's Office includes the Chief of Staff, the Technical Advisers, the Technical Inspection Services, the Chargés de Mission, the Permanent Secretariat of the National Council for Sustainable Development, the National Radiation Protection and Nuclear Safety Authority.","","","Burkina Faso","BFA","Economy-wide","","Adaptation;Mitigation","Institutions / Administrative Arrangements","","Decree","Designing processes|Governance and planning","","","published"
"9296","Law No. 2017-021 on the reform of the National Electricity Fund (FNE)","https://climate-laws.org/geographies/madagascar/laws/law-no-2017-021-on-the-reform-of-the-national-electricity-fund-fne","legislative","This law introduces a reform of the National Fund of Electricity (FNE). It sets up a National Sustainable Energy Fund (FNED) intended to contribute to the financing of electricity infrastructure development projects in rural and peri-urban areas, based on renewable energies and the promotion of energy efficiency, and on from which financial aids and tools are taken for the operators holding Declarations, Authorization Contracts or Concessions.","","","Madagascar","MDG","Urban;Energy","","Mitigation","Energy Supply;Energy Demand","","Law","Designing processes|Governance and planning;Climate fund|Governance and planning","","","published"
"9310","The Renewable Energy Policy for Uganda","https://climate-laws.org/geographies/uganda/policies/the-renewable-energy-policy-for-uganda","executive","This Policy sets out Government's vision, strategic goals, principles, objectives and targets for promoting and implementing renewable energy investments in Uganda. The Policy Framework provides a basis for the formulation of planning, implementation and monitoring of renewable energy programmes, as well as projects that respond to the needs and priorities of the population at various levels of the economy.

It is based on the need to address energy challenges by implementing the Energy Policy in general and the Power Sector Reform in particular. It also aims to respond to threats posed by the increasing energy prices, environmental degradation, climate change, as well as Government's commitment to poverty and gender responsive energy actions. Furthermore, implementation of the Renewable Energy Policy will result in the disposition of Uganda's commitments at the Bonn Conference on Renewable Energy in 2004.","","","Uganda","UGA","Energy;Economy-wide","","Mitigation","Energy Supply;Energy Demand","","Policy","","","","published"
"9340","Decree 35549 establishing the High Level Negotiating Team for Climate Change","https://climate-laws.org/geographies/costa-rica/policies/decree-35549-establishing-the-high-level-negotiating-team-for-climate-change","executive","This Decree creates the High Level Negotiating Team for Climate Change, of a permanent nature. The Team is responsible for preparing national position documents in accordance with the negotiation priorities of the country regarding Climate Change. Its main funtion is to participate and represent the country in meetings, conferences and events on Climate Change, both locally and those organized abroad.","","","Costa Rica","CRI","LULUCF","","Adaptation;Mitigation","Institutions / Administrative Arrangements","","Decree","Designing processes|Governance and planning;Creating bodies and institutions|Governance and planning","","","published"
"8803","Meteorology Act","https://climate-laws.org/geographies/seychelles/laws/meteorology-act","legislative","This law establishes the Seychelles Meteorological Authority, which is responsible for conducting meteorological research, advising the government, public awareness and education programs related to climate change, cooperate with other countries' meteorology agencies, and provide weather and climate change forecasts.","","","Seychelles","SYC","Economy-wide","","Adaptation;Mitigation","Institutions / Administrative Arrangements;Research And Development","","Law","Designing processes|Governance and planning;Creating bodies and institutions|Governance and planning","","","published"
"8804","Carbon Tax Act 15","https://climate-laws.org/geographies/south-africa/laws/carbon-tax-act-15","legislative","The Carbon Tax Act (Act No. 15 of 2019) aims to provide for the imposition of a tax on the carbon dioxide equivalent of greenhouse gas emissions. It defines the calculation of the tax and its application to different activities.

The Act includes three annexes containing the fuel combustion emissions factors, fugitive emission factors, industrial processes and product use (IPPU) emission factors, a matrix with the activities sectors and their percentage of allowances, and the amendment of the Customs and Excise Act (1964) regarding the inclusion of the Carbon Tax.

The document is notably based on the May 2013's <a href=""https://cer.org.za/wp-content/uploads/2014/05/Carbon-Tax-Policy-Paper-2013.pdf"">Carbon Tax Policy Paper</a>.","","","South Africa","ZAF","Transportation;Industry","","Mitigation","Carbon Pricing;Energy Demand","","Act","Taxes|Incentives","","","published"
"8829","Environment and Land Court Act (Cap. 12A)","https://climate-laws.org/geographies/kenya/laws/environment-and-land-court-act-cap-12a","legislative","This law establishes Kenya's Environment and Land Court, which has jurisdiction over all matters related to environmental planning and protection, climate issues, land use planning, title, tenure, boundaries, rates, rents, valuations, mining, minerals and other natural resources, compulsory acquisition of land, land administration and management, public, private and community land and contracts, choses in action or other instruments granting any enforceable interests in land, and any other dispute relating to environment and land.","","","Kenya","KEN","LULUCF","","Adaptation;Mitigation","Institutions / Administrative Arrangements","","Law;Act","","","","published"
"8876","Presidential Decree No. 126/17 approving the National Water Plan","https://climate-laws.org/geographies/angola/policies/presidential-decree-no-126-17-approving-the-national-water-plan","executive","This National Water Plan (NAP), is a document that defines integrated and articulated, guidelines and strategies related to water resources management, inventory of significant issues, definition of planning scenarios and the definition of short, medium and long-term measures and actions for the water cluster in Angola. It has four main action lines which focus on promoting investment in the 'water cluster' of the country, strengthening institutional capacities and developing public-private partnerships.

The water plan presents a biophysical, economic, social, legal, environmental and institutional characterisation of the water sector in Angola. In addition, it focuses on: identifying and quantifying the different uses of water, characterising water resources in quantity and quality at the national and regional level, make a hydric balance at the national and regional level, identifying situations of water stress and possible conflicts related to water use, assess the impact of climate change on water resources, and define a financial program for the short (2017), medium (2025) and long-term (2040).","","","Angola","AGO","Water;Residential and Commercial","","Adaptation","Water Management;No Adequate Category","","Decree","Designing processes|Governance and planning","","","published"
"8882","Executive Decree No. 303/14 on the National Directorate of the Ministry of Renewable Energy","https://climate-laws.org/geographies/angola/policies/executive-decree-no-303-14-on-the-national-directorate-of-the-ministry-of-renewable-energy","executive","This Executive Decree approves the internal regulation of the National Directorate for Renewable Energy (DNER) attached to the Ministry of Energy and Water and presents said internal regulation. The Regulation, consisting of five Chapters and 1 Annex, establishes composition, duties and responsibilities of the above-mentioned institution, setting out its tasks and regulating its organisational and operational functions.

The DNER is responsible for the promotion, validation and implementation of policies in the renewable energy sector, and in general terms it is entitled to design, promote, evaluate, implement and monitor the renewable energy sector policies.","","","Angola","AGO","Energy","","Mitigation","Institutions / Administrative Arrangements","","Decree","Designing processes|Governance and planning;Capacity-building - general|Capacity-building","","","published"
"8783","Building Energy Efficiency Disclosure Act 2010","https://climate-laws.org/geographies/australia/laws/building-energy-efficiency-disclosure-act-2010","legislative","This law establishes a national scheme to require the disclosure of information about the energy efficiency of large commercial office buildings at the point of sale, lease, and sublease in the form of a building energy efficiency certificate.","","","Australia","AUS","Energy;Residential and Commercial","","Mitigation","Energy Demand;Buildings","","Law","Capacity-building - general|Capacity-building","","","published"
"8786","Agricultural Sector Plan for mitigation and adaptation to climate change and for the consolidation of a low carbon economy in agriculture (Plan ABC)","https://climate-laws.org/geographies/brazil/policies/agricultural-sector-plan-for-mitigation-and-adaptation-to-climate-change-and-for-the-consolidation-of-a-low-carbon-economy-in-agriculture-plan-abc","executive","The Agricultural sector plan for mitigation and adaptation to climate change, called Plan ABC, aims to promote to promote the mitigation of GHG emissions in agriculture by improving the efficiency in the use of natural resources, increasing the resilience of productive systems and rural communities and enabling the adaptation of the agricultural sector to climate change.

The plan is organised into 7 programmes:
<ul>
<li>Recovery of Degraded Pastures;</li>
<li>Agricultural-Livestock-Forest (iLPF) and Systems Integration Agroforestry (SAFs)</li>
<li>Direct Planting System (SPD);</li>
<li>Biological Nitrogen Fixation (BNF);</li>
<li>Planted Forests;</li>
<li>Treatment of animal waste</li>
<li>Adaptation to Climate Change.</li>
</ul>","","","Brazil","BRA","Waste;Transportation;LULUCF;Economy-wide;Agriculture","","Adaptation;Mitigation","","","Plan","Ecosystem restoration and nature based solutions|Direct investment;Capacity-building - general|Capacity-building","","","published"
"8784","Industrial Sector Plan for mitigation and Adaptation to Climate Change","https://climate-laws.org/geographies/brazil/policies/industrial-sector-plan-for-mitigation-and-adaptation-to-climate-change","executive","This industry sector plan for the mitigation and adaptation to climate change, for the period 2012-2020, aims to maintain efficiency in emissions on specific sectors that are in a good international benchmarking position, to create a structure for monitoring, reporting and verification of GHG emissions, the institutionalization of inventories of emissions in all medium and large companies of the sectors covered by the Plan, as well as the implementation of transversal actions of energy efficiency and use of materials to promote emissions reductions with gains of competitiveness throughout the industry.

The Plan is organized into five axes of action: carbon management; recycling and co-processing; energy efficiency and cogeneration; voluntary mitigation actions; and sustainable technologies. The main focus of the Plan is mitigation.","","","Brazil","BRA","Waste;Transportation;Industry;Energy","","Adaptation;Mitigation","Industry","","Plan","Monitoring, Reporting, Verification|Governance and planning;Designing processes|Governance and planning","","","published"
"8772","Decree No. 9308 establishing the annual compulsory targets for greenhouse gas emission reduction related to fuel trade referred to in Law No. 13.576","https://climate-laws.org/geographies/brazil/policies/decree-no-9308-establishing-the-annual-compulsory-targets-for-greenhouse-gas-emission-reduction-related-to-fuel-trade-referred-to-in-law-no-13-576","executive","This Decree establishes annual compulsory targets for greenhouse gas emission reduction related to fuel trade, which is dealt with in art. 6 of Law 13.576, for a minimum period of ten years. Targets are defined by the National Energy Policy Council (CNPE), in accordance with the provisions of this Decree. The goals emphasise the improvement of the carbon intensity of the Brazilian fuel and will comply with the international commitments to reduce emissions of greenhouse gases.

As of June 2019, the targets are<a href=""http://www.in.gov.br/web/dou/-/portaria-n%C2%BA-218-de-29-de-abril-de-2019-85957480""> under public consultation</a>.","","","Brazil","BRA","Transportation","","Mitigation","Energy Supply","","Decree","Standards and obligations|Regulation","","","published"
"8781","Australian Renewable Energy Agency Act 2011","https://climate-laws.org/geographies/australia/laws/australian-renewable-energy-agency-act-2011","legislative","This law establishes the Australian Renewable Energy Agency to provide funding for research and development renewable energy technologies, collect, analyze, and disseminate information, advise the government on renewable energy policies, and liaise with state and territory governments to facilitate renewable energy projects.","","","Australia","AUS","Energy","","Mitigation","Institutions / Administrative Arrangements;Energy Supply","","Law","Designing processes|Governance and planning;Creating bodies and institutions|Governance and planning","","","published"
"8773","Climate Solutions Package","https://climate-laws.org/geographies/australia/policies/climate-solutions-package","executive","In 2019, the Australian government announced the Climate Solutions Package, an AUD 3.5 billion investment to deliver on Australia's 2030 Paris climate commitments.which consolidated a number of existing government programs and policies, and initiated a several new ones. New initiatives include, among others:
<ul style=""list-style-type: disc;"">
<li>An AUD 2 billion Climate Solutions Fund, which continues and expands the focus of the government's existing Emissions Reductions Fund.</li>
<li>The 'Energy Efficient Communities' programme, aimed to improve energy efficiency standards and labeling, increasing energy efficiency of homes, businesses, and communities.</li>
<li>Emhanced investment in pumped storage solutions, e,g. Snowy 2.0 and Snowy 2.0 and 'Battery of the Nation'.</li>
<li>Mandating the creation of a National Strategy for Electric Vehicles</li>
<li>Support to local communities</li>
</ul>","","","Australia","AUS","Transportation;Energy","","Mitigation","Industry;Institutions / Administrative Arrangements;Energy Supply;Energy Demand","","Policy","Capacity-building - general|Capacity-building;Climate fund|Governance and planning","","","published"
"8759","Creation of the Advisory Group on Climate Change (Decree No. 31)","https://climate-laws.org/geographies/el-salvador/policies/creation-of-the-advisory-group-on-climate-change-decree-no-31","executive","This decree establishes the Advisory Group on Climate Change as a permanent body whose purpose it is to provide a space for dialogue, advise the government on climate change as it relates to sustainable development in the country, assist in preparing the country's national climate change policy, the country's national climate change plan and the country's communications to the UN Framework Convention on Climate Change.","","","El Salvador","SLV","Economy-wide","","Adaptation;Mitigation","Institutions / Administrative Arrangements","","Decree/Order/Ordinance","Designing processes|Governance and planning;Creating bodies and institutions|Governance and planning","","","published"
"8764","Canada Emission Reduction Incentives Agency Act (S.C. 2005, c. 30, s. 87)","https://climate-laws.org/geographies/canada/laws/canada-emission-reduction-incentives-agency-act-s-c-2005-c-30-s-87","legislative","This law establishes the Canada Emission Reduction Incentives Agency, whose task it is to come up with incentives to reduce greenhouse gas emissions either through emissions credits or greenhouse gas removal. This law outlines specific criteria the agency must meet, including details related to its organizational structure, duties and responsibilities under the law and guidelines for preparing and publishing reports.","","","Canada","CAN","Economy-wide","","Mitigation","Institutions / Administrative Arrangements","","Law","Designing processes|Governance and planning;Creating bodies and institutions|Governance and planning","","","published"
"8767","Executive Order No. 881, Authorizing the Climate Change Commission to Coordinate Existing Climate Change Initiatives, Reducing Emissions from Deforestation and Forest Degradation - Plus, and Other Similar Mechanisms","https://climate-laws.org/geographies/philippines/policies/executive-order-no-881-authorizing-the-climate-change-commission-to-coordinate-existing-climate-change-initiatives-reducing-emissions-from-deforestation-and-forest-degradation-plus-and-other-similar-mechanisms","executive","This law authorizes the Philippines' Climate Change Commission to include the coordination of actions and plans related to Reducing Emissions from Deforestation and Forest Degradation - Plus (REDD+) within the scope of its activities. It also designates the Department of Environment and Natural Resources (DENR) as the organization primarily responsible for implementing REDD+ plans and programs emanating from the Climate Change Commission.

It further authorizes the Climate Change Commission to call upon other government agencies to provide resources and documentation required for the proper monitoring and evaluation of its REDD+ plans and programs.

Lastly, it authorizes the DENR to manage and utilize any support from the United Nations or other international organizations for REDD+ plans and programs consistent with its mandate and the objectives of the Climate Change Commission.","","","Philippines","PHL","LULUCF","","Mitigation","Institutions / Administrative Arrangements;Redd+ And Lulucf","","Decree/Order/Ordinance","International cooperation|Governance and planning;Developing plans and strategies|Governance and planning","","","published"
