"id","parent_id","name","description","source_id"
"6244","null","Residential and Commercial","Imported by CPR loader","1"
"6245","null","Tourism","Imported by CPR loader","1"
"6246","null","Transportation","Imported by CPR loader","1"
"6247","null","Water","Imported by CPR loader","1"
"6259","null","Energy","Imported by CPR loader","1"
"6276","null","Energy","Imported by CPR loader","1"
"6289","null","Buildings","Imported by CPR loader","1"
"6290","null","Energy","Imported by CPR loader","1"
"6291","null","Industry","Imported by CPR loader","1"
"6292","null","Public Sector","Imported by CPR loader","1"
"6293","null","Transport","Imported by CPR loader","1"
"6299","null","Energy","Imported by CPR loader","1"
"6305","null","Agriculture","Imported by CPR loader","1"
"6306","null","Coastal zones","Imported by CPR loader","1"
"6307","null","Energy","Imported by CPR loader","1"
"6308","null","LULUCF","Imported by CPR loader","1"
"6309","null","Transportation","Imported by CPR loader","1"
"6310","null","Waste","Imported by CPR loader","1"
"6318","null","Economy-wide","Imported by CPR loader","1"
"6319","null","Energy","Imported by CPR loader","1"
"6320","null","Rural","Imported by CPR loader","1"
"6328","null","Social development","Imported by CPR loader","1"
"6329","null","Urban","Imported by CPR loader","1"
"6336","null","Agriculture","Imported by CPR loader","1"
"6337","null","Environment","Imported by CPR loader","1"
"6338","null","Health","Imported by CPR loader","1"
"6339","null","LULUCF","Imported by CPR loader","1"
"6340","null","Water","Imported by CPR loader","1"
"6344","null","LULUCF","Imported by CPR loader","1"
"6345","null","Residential and Commercial","Imported by CPR loader","1"
"6346","null","Social development","Imported by CPR loader","1"
"6347","null","Water","Imported by CPR loader","1"
"6363","null","LULUCF","Imported by CPR loader","1"
"6380","null","Energy","Imported by CPR loader","1"
"6381","null","Residential and Commercial","Imported by CPR loader","1"
"6382","null","Transportation","Imported by CPR loader","1"
"6383","null","Urban","Imported by CPR loader","1"
"6414","null","Energy","Imported by CPR loader","1"
"6415","null","Residential and Commercial","Imported by CPR loader","1"
"6416","null","Transportation","Imported by CPR loader","1"
"6417","null","Water","Imported by CPR loader","1"
"6085","null","Environment","Imported by CPR loader","1"
"6097","null","Agriculture","Imported by CPR loader","1"
"6098","null","LULUCF","Imported by CPR loader","1"
"6116","null","Buildings","Imported by CPR loader","1"
"6117","null","Energy","Imported by CPR loader","1"
"6118","null","Industry","Imported by CPR loader","1"
"6119","null","Public Sector","Imported by CPR loader","1"
"6126","null","Economy-wide","Imported by CPR loader","1"
"6133","null","Energy","Imported by CPR loader","1"
"6134","null","Residential and Commercial","Imported by CPR loader","1"
"6150","null","Economy-wide","Imported by CPR loader","1"
"6151","null","Energy","Imported by CPR loader","1"
"6152","null","Transportation","Imported by CPR loader","1"
"6165","null","Water","Imported by CPR loader","1"
"6176","null","Energy","Imported by CPR loader","1"
"6177","null","Transportation","Imported by CPR loader","1"
"6182","null","Agriculture","Imported by CPR loader","1"
"6188","null","Transportation","Imported by CPR loader","1"
"6201","null","Energy","Imported by CPR loader","1"
"6212","null","Energy","Imported by CPR loader","1"
"6213","null","Transportation","Imported by CPR loader","1"
"6222","null","LULUCF","Imported by CPR loader","1"
"6223","null","Transportation","Imported by CPR loader","1"
"6248","null","Health","Imported by CPR loader","1"
"6249","null","Residential and Commercial","Imported by CPR loader","1"
"6250","null","Water","Imported by CPR loader","1"
"6260","null","Economy-wide","Imported by CPR loader","1"
"6261","null","Energy","Imported by CPR loader","1"
"6262","null","Industry","Imported by CPR loader","1"
"6263","null","Residential and Commercial","Imported by CPR loader","1"
"6264","null","Transportation","Imported by CPR loader","1"
"6265","null","Waste","Imported by CPR loader","1"
"6266","null","Water","Imported by CPR loader","1"
"6277","null","Economy-wide","Imported by CPR loader","1"
"6294","null","Transportation","Imported by CPR loader","1"
"6300","null","Energy","Imported by CPR loader","1"
"6301","null","Transportation","Imported by CPR loader","1"
"6311","null","Transportation","Imported by CPR loader","1"
"6321","null","Energy","Imported by CPR loader","1"
"6330","null","Economy-wide","Imported by CPR loader","1"
"6341","null","Energy","Imported by CPR loader","1"
"6348","null","Economy-wide","Imported by CPR loader","1"
"6349","null","Energy","Imported by CPR loader","1"
"6350","null","Transportation","Imported by CPR loader","1"
"6351","null","Waste","Imported by CPR loader","1"
"6364","null","Agriculture","Imported by CPR loader","1"
"6365","null","Transportation","Imported by CPR loader","1"
"6384","null","Energy","Imported by CPR loader","1"
"6385","null","Residential and Commercial","Imported by CPR loader","1"
"6386","null","Social development","Imported by CPR loader","1"
"6392","null","Energy","Imported by CPR loader","1"
"6393","null","Social development","Imported by CPR loader","1"
"6399","null","Energy","Imported by CPR loader","1"
"6418","null","Economy-wide","Imported by CPR loader","1"
"6419","null","Energy","Imported by CPR loader","1"
"6420","null","LULUCF","Imported by CPR loader","1"
"6421","null","Tourism","Imported by CPR loader","1"
"6422","null","Transportation","Imported by CPR loader","1"
"6423","null","Waste","Imported by CPR loader","1"
"6086","null","Economy-wide","Imported by CPR loader","1"
"6087","null","Energy","Imported by CPR loader","1"
"6088","null","Health","Imported by CPR loader","1"
"6089","null","Transport","Imported by CPR loader","1"
"6099","null","Economy-wide","Imported by CPR loader","1"
"6100","null","Environment","Imported by CPR loader","1"
"6101","null","Health","Imported by CPR loader","1"
"6102","null","LULUCF","Imported by CPR loader","1"
"6103","null","Rural","Imported by CPR loader","1"
"6104","null","Social development","Imported by CPR loader","1"
"6105","null","Urban","Imported by CPR loader","1"
"6111","null","Economy-wide","Imported by CPR loader","1"
"6120","null","Environment","Imported by CPR loader","1"
"6121","null","Health","Imported by CPR loader","1"
"6127","null","LULUCF","Imported by CPR loader","1"
"6135","null","Agriculture","Imported by CPR loader","1"
"6136","null","Coastal zones","Imported by CPR loader","1"
"6137","null","Environment","Imported by CPR loader","1"
"6138","null","LULUCF","Imported by CPR loader","1"
"6139","null","Social development","Imported by CPR loader","1"
"6140","null","Waste","Imported by CPR loader","1"
"6141","null","Water","Imported by CPR loader","1"
"6166","null","Energy","Imported by CPR loader","1"
"6178","null","Energy","Imported by CPR loader","1"
"6183","null","Residential and Commercial","Imported by CPR loader","1"
"6184","null","Transportation","Imported by CPR loader","1"
"6189","null","Water","Imported by CPR loader","1"
"6202","null","LULUCF","Imported by CPR loader","1"
"6214","null","Energy","Imported by CPR loader","1"
"6224","null","Energy","Imported by CPR loader","1"
"6225","null","Industry","Imported by CPR loader","1"
"6226","null","Transportation","Imported by CPR loader","1"
"6227","null","Waste","Imported by CPR loader","1"
"6251","null","Economy-wide","Imported by CPR loader","1"
"6267","null","Energy","Imported by CPR loader","1"
"6268","null","Industry","Imported by CPR loader","1"
"6269","null","Residential and Commercial","Imported by CPR loader","1"
"6270","null","Transportation","Imported by CPR loader","1"
"6271","null","Water","Imported by CPR loader","1"
"6278","null","Transportation","Imported by CPR loader","1"
"6295","null","Agriculture","Imported by CPR loader","1"
"6302","null","Economy-wide","Imported by CPR loader","1"
"6322","null","Environment","Imported by CPR loader","1"
"6323","null","Health","Imported by CPR loader","1"
"6331","null","Residential and Commercial","Imported by CPR loader","1"
"6332","null","Water","Imported by CPR loader","1"
"6342","null","Energy","Imported by CPR loader","1"
"6352","null","Agriculture","Imported by CPR loader","1"
"6353","null","Coastal zones","Imported by CPR loader","1"
"6354","null","Economy-wide","Imported by CPR loader","1"
"6355","null","Energy","Imported by CPR loader","1"
"6356","null","Environment","Imported by CPR loader","1"
"6357","null","LULUCF","Imported by CPR loader","1"
"6358","null","Water","Imported by CPR loader","1"
"6366","null","Agriculture","Imported by CPR loader","1"
"6367","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"6368","null","Economy-wide","Imported by CPR loader","1"
"6369","null","Energy","Imported by CPR loader","1"
"6370","null","Health","Imported by CPR loader","1"
"6371","null","Industry","Imported by CPR loader","1"
"6372","null","Transportation","Imported by CPR loader","1"
"6373","null","Water","Imported by CPR loader","1"
"6394","null","Economy-wide","Imported by CPR loader","1"
"6395","null","Energy","Imported by CPR loader","1"
"6400","null","Agriculture","Imported by CPR loader","1"
"6401","null","Energy","Imported by CPR loader","1"
"6402","null","LULUCF","Imported by CPR loader","1"
"6403","null","Transportation","Imported by CPR loader","1"
"6424","null","Energy","Imported by CPR loader","1"
"6425","null","LULUCF","Imported by CPR loader","1"
"6426","null","Residential and Commercial","Imported by CPR loader","1"
"6427","null","Social development","Imported by CPR loader","1"
"6428","null","Transportation","Imported by CPR loader","1"
"6090","null","Transport","Imported by CPR loader","1"
"6106","null","Buildings","Imported by CPR loader","1"
"6107","null","Energy","Imported by CPR loader","1"
"6112","null","Industry","Imported by CPR loader","1"
"6122","null","Economy-wide","Imported by CPR loader","1"
"6128","null","LULUCF","Imported by CPR loader","1"
"6142","null","LULUCF","Imported by CPR loader","1"
"6143","null","Residential and Commercial","Imported by CPR loader","1"
"6144","null","Transportation","Imported by CPR loader","1"
"6145","null","Water","Imported by CPR loader","1"
"6153","null","Economy-wide","Imported by CPR loader","1"
"6154","null","Energy","Imported by CPR loader","1"
"6155","null","Environment","Imported by CPR loader","1"
"6156","null","Industry","Imported by CPR loader","1"
"6157","null","Social development","Imported by CPR loader","1"
"6158","null","Transportation","Imported by CPR loader","1"
"6159","null","Waste","Imported by CPR loader","1"
"6167","null","LULUCF","Imported by CPR loader","1"
"6168","null","Transportation","Imported by CPR loader","1"
"6185","null","Energy","Imported by CPR loader","1"
"6190","null","Energy","Imported by CPR loader","1"
"6203","null","Energy","Imported by CPR loader","1"
"6204","null","Residential and Commercial","Imported by CPR loader","1"
"6215","null","Economy-wide","Imported by CPR loader","1"
"6228","null","Energy","Imported by CPR loader","1"
"6229","null","Industry","Imported by CPR loader","1"
"6230","null","Transportation","Imported by CPR loader","1"
"6252","null","Economy-wide","Imported by CPR loader","1"
"6253","null","Energy","Imported by CPR loader","1"
"6254","null","Environment","Imported by CPR loader","1"
"6255","null","Transportation","Imported by CPR loader","1"
"6256","null","Urban","Imported by CPR loader","1"
"6257","null","Water","Imported by CPR loader","1"
"6272","null","Transportation","Imported by CPR loader","1"
"6279","null","Economy-wide","Imported by CPR loader","1"
"6280","null","Energy","Imported by CPR loader","1"
"6281","null","Industry","Imported by CPR loader","1"
"6282","null","LULUCF","Imported by CPR loader","1"
"6283","null","Residential and Commercial","Imported by CPR loader","1"
"6284","null","Transportation","Imported by CPR loader","1"
"6296","null","Energy","Imported by CPR loader","1"
"6303","null","Transportation","Imported by CPR loader","1"
"6312","null","Energy","Imported by CPR loader","1"
"6313","null","Industry","Imported by CPR loader","1"
"6314","null","Residential and Commercial","Imported by CPR loader","1"
"6315","null","Transportation","Imported by CPR loader","1"
"6324","null","Energy","Imported by CPR loader","1"
"6325","null","Residential and Commercial","Imported by CPR loader","1"
"6326","null","Waste","Imported by CPR loader","1"
"6333","null","Health","Imported by CPR loader","1"
"6334","null","Transportation","Imported by CPR loader","1"
"6343","null","Economy-wide","Imported by CPR loader","1"
"6359","null","Industry","Imported by CPR loader","1"
"6374","null","Energy","Imported by CPR loader","1"
"6387","null","Residential and Commercial","Imported by CPR loader","1"
"6388","null","Transportation","Imported by CPR loader","1"
"6396","null","Energy","Imported by CPR loader","1"
"6397","null","Transportation","Imported by CPR loader","1"
"6404","null","Agriculture","Imported by CPR loader","1"
"6405","null","Energy","Imported by CPR loader","1"
"6406","null","Health","Imported by CPR loader","1"
"6407","null","Residential and Commercial","Imported by CPR loader","1"
"6408","null","Tourism","Imported by CPR loader","1"
"6409","null","Water","Imported by CPR loader","1"
"6429","null","Energy","Imported by CPR loader","1"
"6430","null","Residential and Commercial","Imported by CPR loader","1"
"6431","null","Water","Imported by CPR loader","1"
"6433","null","Coastal zones","Imported by CPR loader","1"
"6434","null","Energy","Imported by CPR loader","1"
"6435","null","Transportation","Imported by CPR loader","1"
"6436","null","Economy-wide","Imported by CPR loader","1"
"6437","null","Energy","Imported by CPR loader","1"
"6438","null","Residential and Commercial","Imported by CPR loader","1"
"6439","null","Energy","Imported by CPR loader","1"
"6440","null","Residential and Commercial","Imported by CPR loader","1"
"6441","null","Agriculture","Imported by CPR loader","1"
"6442","null","Energy","Imported by CPR loader","1"
"6443","null","Industry","Imported by CPR loader","1"
"6444","null","Residential and Commercial","Imported by CPR loader","1"
"6445","null","Transportation","Imported by CPR loader","1"
"6446","null","Waste","Imported by CPR loader","1"
"6447","null","Industry","Imported by CPR loader","1"
"6448","null","LULUCF","Imported by CPR loader","1"
"6449","null","Agriculture","Imported by CPR loader","1"
"6450","null","Water","Imported by CPR loader","1"
"6451","null","Transportation","Imported by CPR loader","1"
"6452","null","Industry","Imported by CPR loader","1"
"6453","null","Transportation","Imported by CPR loader","1"
"6454","null","Energy","Imported by CPR loader","1"
"6455","null","Industry","Imported by CPR loader","1"
"6456","null","LULUCF","Imported by CPR loader","1"
"6457","null","Residential and Commercial","Imported by CPR loader","1"
"6458","null","Transportation","Imported by CPR loader","1"
"6459","null","Economy-wide","Imported by CPR loader","1"
"6460","null","Energy","Imported by CPR loader","1"
"6461","null","Transportation","Imported by CPR loader","1"
"6462","null","Economy-wide","Imported by CPR loader","1"
"6463","null","Economy-wide","Imported by CPR loader","1"
"6464","null","Energy","Imported by CPR loader","1"
"6465","null","Industry","Imported by CPR loader","1"
"6466","null","Transportation","Imported by CPR loader","1"
"6467","null","Economy-wide","Imported by CPR loader","1"
"6468","null","Health","Imported by CPR loader","1"
"6469","null","Transportation","Imported by CPR loader","1"
"6470","null","Energy","Imported by CPR loader","1"
"6471","null","Transportation","Imported by CPR loader","1"
"6472","null","Agriculture","Imported by CPR loader","1"
"6473","null","Buildings","Imported by CPR loader","1"
"6474","null","Economy-wide","Imported by CPR loader","1"
"6475","null","Energy","Imported by CPR loader","1"
"6476","null","Waste","Imported by CPR loader","1"
"6486","null","Health","Imported by CPR loader","1"
"6501","null","Energy","Imported by CPR loader","1"
"6502","null","Transportation","Imported by CPR loader","1"
"6524","null","Agriculture","Imported by CPR loader","1"
"6525","null","Residential and Commercial","Imported by CPR loader","1"
"6526","null","Water","Imported by CPR loader","1"
"6542","null","Energy","Imported by CPR loader","1"
"6543","null","Residential and Commercial","Imported by CPR loader","1"
"6563","null","Agriculture","Imported by CPR loader","1"
"6564","null","Health","Imported by CPR loader","1"
"6565","null","Water","Imported by CPR loader","1"
"6578","null","Environment","Imported by CPR loader","1"
"6589","null","LULUCF","Imported by CPR loader","1"
"6590","null","Residential and Commercial","Imported by CPR loader","1"
"6591","null","Transportation","Imported by CPR loader","1"
"6597","null","Economy-wide","Imported by CPR loader","1"
"6605","null","Agriculture","Imported by CPR loader","1"
"6606","null","Economy-wide","Imported by CPR loader","1"
"6607","null","Energy","Imported by CPR loader","1"
"6608","null","Environment","Imported by CPR loader","1"
"6609","null","Health","Imported by CPR loader","1"
"6610","null","Industry","Imported by CPR loader","1"
"6611","null","LULUCF","Imported by CPR loader","1"
"6612","null","Rural","Imported by CPR loader","1"
"6613","null","Transportation","Imported by CPR loader","1"
"6614","null","Urban","Imported by CPR loader","1"
"6644","null","Energy","Imported by CPR loader","1"
"6645","null","Industry","Imported by CPR loader","1"
"6646","null","Residential and Commercial","Imported by CPR loader","1"
"6647","null","Waste","Imported by CPR loader","1"
"6660","null","LULUCF","Imported by CPR loader","1"
"6661","null","Transportation","Imported by CPR loader","1"
"6667","null","Energy","Imported by CPR loader","1"
"6681","null","Energy","Imported by CPR loader","1"
"6682","null","LULUCF","Imported by CPR loader","1"
"6683","null","Residential and Commercial","Imported by CPR loader","1"
"6684","null","Transportation","Imported by CPR loader","1"
"6689","null","Energy","Imported by CPR loader","1"
"6690","null","Industry","Imported by CPR loader","1"
"6697","null","Transportation","Imported by CPR loader","1"
"6709","null","Health","Imported by CPR loader","1"
"6710","null","Water","Imported by CPR loader","1"
"6721","null","Energy","Imported by CPR loader","1"
"6728","null","Energy","Imported by CPR loader","1"
"6729","null","Residential and Commercial","Imported by CPR loader","1"
"6732","null","Agriculture","Imported by CPR loader","1"
"6733","null","Health","Imported by CPR loader","1"
"6734","null","Industry","Imported by CPR loader","1"
"6735","null","Public Sector","Imported by CPR loader","1"
"6736","null","Tourism","Imported by CPR loader","1"
"6737","null","Transport","Imported by CPR loader","1"
"6738","null","Waste","Imported by CPR loader","1"
"6739","null","Water","Imported by CPR loader","1"
"6747","null","Energy","Imported by CPR loader","1"
"6748","null","Transportation","Imported by CPR loader","1"
"6754","null","Agriculture","Imported by CPR loader","1"
"6755","null","Energy","Imported by CPR loader","1"
"6756","null","Industry","Imported by CPR loader","1"
"6757","null","Residential and Commercial","Imported by CPR loader","1"
"6758","null","Transportation","Imported by CPR loader","1"
"6759","null","Water","Imported by CPR loader","1"
"6781","null","Transport","Imported by CPR loader","1"
"6792","null","Energy","Imported by CPR loader","1"
"6793","null","Transportation","Imported by CPR loader","1"
"6801","null","Energy","Imported by CPR loader","1"
"6802","null","Transport","Imported by CPR loader","1"
"6813","null","Energy","Imported by CPR loader","1"
"6814","null","Environment","Imported by CPR loader","1"
"6830","null","Energy","Imported by CPR loader","1"
"6477","null","Agriculture","Imported by CPR loader","1"
"6478","null","Buildings","Imported by CPR loader","1"
"6479","null","Energy","Imported by CPR loader","1"
"6480","null","Transportation","Imported by CPR loader","1"
"6481","null","Waste","Imported by CPR loader","1"
"6487","null","Energy","Imported by CPR loader","1"
"6488","null","Transportation","Imported by CPR loader","1"
"6503","null","Agriculture","Imported by CPR loader","1"
"6504","null","Energy","Imported by CPR loader","1"
"6505","null","Environment","Imported by CPR loader","1"
"6506","null","Health","Imported by CPR loader","1"
"6507","null","LULUCF","Imported by CPR loader","1"
"6508","null","Tourism","Imported by CPR loader","1"
"6509","null","Transportation","Imported by CPR loader","1"
"6510","null","Water","Imported by CPR loader","1"
"6527","null","Environment","Imported by CPR loader","1"
"6528","null","Health","Imported by CPR loader","1"
"6544","null","Economy-wide","Imported by CPR loader","1"
"6566","null","Energy","Imported by CPR loader","1"
"6567","null","Social development","Imported by CPR loader","1"
"6568","null","Transportation","Imported by CPR loader","1"
"6579","null","Energy","Imported by CPR loader","1"
"6580","null","LULUCF","Imported by CPR loader","1"
"6581","null","Transportation","Imported by CPR loader","1"
"6592","null","Energy","Imported by CPR loader","1"
"6598","null","Energy","Imported by CPR loader","1"
"6599","null","LULUCF","Imported by CPR loader","1"
"6615","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"6616","null","Energy","Imported by CPR loader","1"
"6634","null","Economy-wide","Imported by CPR loader","1"
"6635","null","Transportation","Imported by CPR loader","1"
"6648","null","Energy","Imported by CPR loader","1"
"6649","null","Residential and Commercial","Imported by CPR loader","1"
"6662","null","Energy","Imported by CPR loader","1"
"6663","null","Residential and Commercial","Imported by CPR loader","1"
"6664","null","Transportation","Imported by CPR loader","1"
"6665","null","Urban","Imported by CPR loader","1"
"6668","null","Health","Imported by CPR loader","1"
"6669","null","Residential and Commercial","Imported by CPR loader","1"
"6691","null","Finance","Imported by CPR loader","1"
"6698","null","Buildings","Imported by CPR loader","1"
"6699","null","Energy","Imported by CPR loader","1"
"6700","null","Transportation","Imported by CPR loader","1"
"6701","null","Waste","Imported by CPR loader","1"
"6711","null","Economy-wide","Imported by CPR loader","1"
"6712","null","Energy","Imported by CPR loader","1"
"6713","null","LULUCF","Imported by CPR loader","1"
"6722","null","Agriculture","Imported by CPR loader","1"
"6723","null","Transportation","Imported by CPR loader","1"
"6740","null","Residential and Commercial","Imported by CPR loader","1"
"6749","null","Energy","Imported by CPR loader","1"
"6760","null","Economy-wide","Imported by CPR loader","1"
"6761","null","Energy","Imported by CPR loader","1"
"6762","null","Environment","Imported by CPR loader","1"
"6763","null","Industry","Imported by CPR loader","1"
"6764","null","LULUCF","Imported by CPR loader","1"
"6765","null","Residential and Commercial","Imported by CPR loader","1"
"6766","null","Transportation","Imported by CPR loader","1"
"6767","null","Water","Imported by CPR loader","1"
"6782","null","Energy","Imported by CPR loader","1"
"6794","null","Industry","Imported by CPR loader","1"
"6803","null","Transport","Imported by CPR loader","1"
"6804","null","Urban","Imported by CPR loader","1"
"6815","null","Agriculture","Imported by CPR loader","1"
"6816","null","Energy","Imported by CPR loader","1"
"6817","null","Environment","Imported by CPR loader","1"
"6818","null","LULUCF","Imported by CPR loader","1"
"6819","null","Residential and Commercial","Imported by CPR loader","1"
"6820","null","Waste","Imported by CPR loader","1"
"6821","null","Water","Imported by CPR loader","1"
"6831","null","Energy","Imported by CPR loader","1"
"6832","null","Industry","Imported by CPR loader","1"
"6833","null","Residential and Commercial","Imported by CPR loader","1"
"6834","null","Transportation","Imported by CPR loader","1"
"6835","null","Water","Imported by CPR loader","1"
"6482","null","Economy-wide","Imported by CPR loader","1"
"6483","null","Environment","Imported by CPR loader","1"
"6489","null","Agriculture","Imported by CPR loader","1"
"6490","null","Economy-wide","Imported by CPR loader","1"
"6491","null","Energy","Imported by CPR loader","1"
"6492","null","Health","Imported by CPR loader","1"
"6493","null","Transportation","Imported by CPR loader","1"
"6494","null","Urban","Imported by CPR loader","1"
"6495","null","Waste","Imported by CPR loader","1"
"6496","null","Water","Imported by CPR loader","1"
"6511","null","Agriculture","Imported by CPR loader","1"
"6512","null","Buildings","Imported by CPR loader","1"
"6513","null","Economy-wide","Imported by CPR loader","1"
"6514","null","Waste","Imported by CPR loader","1"
"6529","null","Agriculture","Imported by CPR loader","1"
"6530","null","Buildings","Imported by CPR loader","1"
"6531","null","Economy-wide","Imported by CPR loader","1"
"6532","null","Energy","Imported by CPR loader","1"
"6533","null","Health","Imported by CPR loader","1"
"6534","null","Transportation","Imported by CPR loader","1"
"6535","null","Urban","Imported by CPR loader","1"
"6536","null","Waste","Imported by CPR loader","1"
"6545","null","Agriculture","Imported by CPR loader","1"
"6546","null","Buildings","Imported by CPR loader","1"
"6547","null","Economy-wide","Imported by CPR loader","1"
"6548","null","Energy","Imported by CPR loader","1"
"6549","null","Health","Imported by CPR loader","1"
"6550","null","Transportation","Imported by CPR loader","1"
"6551","null","Urban","Imported by CPR loader","1"
"6552","null","Waste","Imported by CPR loader","1"
"6553","null","Water","Imported by CPR loader","1"
"6569","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"6582","null","Urban","Imported by CPR loader","1"
"6593","null","Coastal zones","Imported by CPR loader","1"
"6594","null","LULUCF","Imported by CPR loader","1"
"6600","null","Buildings","Imported by CPR loader","1"
"6601","null","Economy-wide","Imported by CPR loader","1"
"6602","null","Transportation","Imported by CPR loader","1"
"6617","null","Agriculture","Imported by CPR loader","1"
"6618","null","Health","Imported by CPR loader","1"
"6619","null","LULUCF","Imported by CPR loader","1"
"6620","null","Residential and Commercial","Imported by CPR loader","1"
"6621","null","Water","Imported by CPR loader","1"
"6632","null","Energy","Imported by CPR loader","1"
"6636","null","Energy","Imported by CPR loader","1"
"6637","null","Transportation","Imported by CPR loader","1"
"6650","null","Agriculture","Imported by CPR loader","1"
"6651","null","Environment","Imported by CPR loader","1"
"6652","null","LULUCF","Imported by CPR loader","1"
"6653","null","Urban","Imported by CPR loader","1"
"6654","null","Water","Imported by CPR loader","1"
"6666","null","Energy","Imported by CPR loader","1"
"6670","null","Agriculture","Imported by CPR loader","1"
"6671","null","Economy-wide","Imported by CPR loader","1"
"6672","null","Energy","Imported by CPR loader","1"
"6673","null","Industry","Imported by CPR loader","1"
"6674","null","LULUCF","Imported by CPR loader","1"
"6675","null","Rural","Imported by CPR loader","1"
"6676","null","Transportation","Imported by CPR loader","1"
"6677","null","Waste","Imported by CPR loader","1"
"6678","null","Water","Imported by CPR loader","1"
"6685","null","Residential and Commercial","Imported by CPR loader","1"
"6686","null","Transportation","Imported by CPR loader","1"
"6692","null","Economy-wide","Imported by CPR loader","1"
"6693","null","Transportation","Imported by CPR loader","1"
"6702","null","Energy","Imported by CPR loader","1"
"6703","null","Residential and Commercial","Imported by CPR loader","1"
"6704","null","Water","Imported by CPR loader","1"
"6714","null","Agriculture","Imported by CPR loader","1"
"6715","null","Energy","Imported by CPR loader","1"
"6716","null","Water","Imported by CPR loader","1"
"6741","null","Energy","Imported by CPR loader","1"
"6742","null","Transportation","Imported by CPR loader","1"
"6768","null","Agriculture","Imported by CPR loader","1"
"6769","null","Economy-wide","Imported by CPR loader","1"
"6770","null","Energy","Imported by CPR loader","1"
"6771","null","LULUCF","Imported by CPR loader","1"
"6772","null","Residential and Commercial","Imported by CPR loader","1"
"6773","null","Transportation","Imported by CPR loader","1"
"6774","null","Waste","Imported by CPR loader","1"
"6775","null","Water","Imported by CPR loader","1"
"6783","null","Agriculture","Imported by CPR loader","1"
"6784","null","Economy-wide","Imported by CPR loader","1"
"6785","null","Energy","Imported by CPR loader","1"
"6786","null","LULUCF","Imported by CPR loader","1"
"6787","null","Rural","Imported by CPR loader","1"
"6788","null","Transport","Imported by CPR loader","1"
"6795","null","Energy","Imported by CPR loader","1"
"6822","null","Agriculture","Imported by CPR loader","1"
"6823","null","Energy","Imported by CPR loader","1"
"6824","null","Health","Imported by CPR loader","1"
"6484","null","Water","Imported by CPR loader","1"
"6497","null","Energy","Imported by CPR loader","1"
"6498","null","Transportation","Imported by CPR loader","1"
"6515","null","Agriculture","Imported by CPR loader","1"
"6516","null","Buildings","Imported by CPR loader","1"
"6517","null","Economy-wide","Imported by CPR loader","1"
"6518","null","Energy","Imported by CPR loader","1"
"6519","null","Health","Imported by CPR loader","1"
"6520","null","Transportation","Imported by CPR loader","1"
"6521","null","Waste","Imported by CPR loader","1"
"6537","null","Agriculture","Imported by CPR loader","1"
"6538","null","Buildings","Imported by CPR loader","1"
"6539","null","Economy-wide","Imported by CPR loader","1"
"6540","null","Energy","Imported by CPR loader","1"
"6554","null","Agriculture","Imported by CPR loader","1"
"6555","null","Buildings","Imported by CPR loader","1"
"6556","null","Energy","Imported by CPR loader","1"
"6557","null","Health","Imported by CPR loader","1"
"6558","null","Tourism","Imported by CPR loader","1"
"6559","null","Transportation","Imported by CPR loader","1"
"6560","null","Urban","Imported by CPR loader","1"
"6561","null","Waste","Imported by CPR loader","1"
"6570","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"6583","null","Agriculture","Imported by CPR loader","1"
"6584","null","Buildings","Imported by CPR loader","1"
"6585","null","Energy","Imported by CPR loader","1"
"6586","null","Industry","Imported by CPR loader","1"
"6587","null","LULUCF","Imported by CPR loader","1"
"6588","null","Transportation","Imported by CPR loader","1"
"6595","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"6603","null","Buildings","Imported by CPR loader","1"
"6622","null","Agriculture","Imported by CPR loader","1"
"6623","null","Economy-wide","Imported by CPR loader","1"
"6624","null","Energy","Imported by CPR loader","1"
"6625","null","Industry","Imported by CPR loader","1"
"6626","null","LULUCF","Imported by CPR loader","1"
"6627","null","Residential and Commercial","Imported by CPR loader","1"
"6628","null","Transportation","Imported by CPR loader","1"
"6629","null","Waste","Imported by CPR loader","1"
"6638","null","Agriculture","Imported by CPR loader","1"
"6639","null","Environment","Imported by CPR loader","1"
"6640","null","Finance","Imported by CPR loader","1"
"6641","null","Rural","Imported by CPR loader","1"
"6642","null","Social development","Imported by CPR loader","1"
"6643","null","Transport","Imported by CPR loader","1"
"6655","null","Energy","Imported by CPR loader","1"
"6679","null","Energy","Imported by CPR loader","1"
"6694","null","Buildings","Imported by CPR loader","1"
"6705","null","Agriculture","Imported by CPR loader","1"
"6706","null","Energy","Imported by CPR loader","1"
"6717","null","LULUCF","Imported by CPR loader","1"
"6718","null","Residential and Commercial","Imported by CPR loader","1"
"6719","null","Transportation","Imported by CPR loader","1"
"6724","null","Energy","Imported by CPR loader","1"
"6725","null","Transportation","Imported by CPR loader","1"
"6730","null","Economy-wide","Imported by CPR loader","1"
"6743","null","Energy","Imported by CPR loader","1"
"6750","null","Economy-wide","Imported by CPR loader","1"
"6751","null","Finance","Imported by CPR loader","1"
"6752","null","Public Sector","Imported by CPR loader","1"
