Case ID,Case name,Year of filing,Current status,Assessment of outcome,Geography,Country ISO,Core objective,UNFCCC pillars,Summary,Case filed before,Name of court/body,Citation/reference number,Filed by,Filed against,Intervenor,Classified as strategic case,Climate alignment classification,Strategic case type classification,Case grounds classification,Sector,Connected internal laws,Connected external laws,Keywords,Data source,Connected cases,Type of connection,To align with Sabin?
7156,"Unison Networks Ltd v. Hastings District Council (High Court of New Zealand, 2007)",2007,Closed,Hindered climate action,New Zealand,NZL,Appeal of successful challenge to a proposed wind farm,Mitigation,"Citizen groups challenged the granting of resource consents to Unison Networks Limited to construct and operate a wind farm. The New Zealand Environment Court allowed the appeal. The court determined that despite  the benefits of the wind farm in terms of climate change and providing a source of renewable energy, the proposal did not comply with the Resource Management Act because the proposed project would have significant adverse effects on an outstanding natural landscape.  Unison Networks appealed the court’s decision in the High Court of New Zealand. The High Court found no error as a matter of law and dismissed the appeal.",,High Court of new Zealand,[2007] NZHC 1435,1587,1588,N/A,No,,N/A,,Energy,,,,CCLW;Sabin,,,
7157,West Coast Ent Inc. v. Buller Coal Ltd. (Supreme Court of New Zealand 2013),2013,Closed,Hindered climate action,New Zealand,NZL,Appeal declaration finding that indirect greenhouse gas emissions should not be considered in resource consent applications,Mitigation,Buller Coal Ltd and Solid Energy Ltd both applied to West Coast Regional Council and the Buller District Council for resource consents under the Resource Management Act of 1991 to mine coal for export purposes. The Environment Court had affirmed the mining companies' omission of any climate change impacts from the declaration required of them regarding  their coal mining activities by the Resource Management Amendment Act of 2004. The High Court had then affirmed the Environment Court's conclusion that the end use of mined coal was irrelevant to the declaration required by the Act. The Supreme Court overturned these affirmances after concluding that the lower courts had wrongly construed the Act as precluding consideration of indirect greenhouse gas emissions in applications for resource consents. It held instead that such considerations were not just permissible but obligatory.,,Environment Court of New Zealand,[2013] NZSC 87,1898,1585;1584,1586,No,,N/A,,Energy;Other,,,,CCLW;Sabin,,,
7158,"Gbemre v. Shell Petroleum Development Company of Nigeria Ltd et al. (Federal Court of Nigeria, 2005)",2005,Closed,Enhanced climate action,Nigeria,NGA,Challenge to the practice of gas flaring in the Niger Delta by oil and gas companies,Mitigation," A Nigerian federal court ruled that oil companies must stop flaring gas in the Niger Delta.  Jonah Gbemre, a representative of the Iwherekan community in the Niger Delta filed suit against the Nigerian government and Shell.  The court held that the practice of gas flaring is unconstitutional as it violates the guaranteed fundamental rights of life and dignity of human persons provided in the Constitution of Federal Republic of Nigeria and the African Charter on Human and Peoples Rights. 
",,Federal Court of Nigeria,FHC/B/CS/53/05,1581,1583;1582,N/A,Yes,,N/A,,Energy,,Constitution of Federal Republic of Nigeria|,,CCLW;Sabin,,,
7160,Ali v. Federation of Pakistan (Supreme Court of Pakistan 2016),2016,Open,N/A,Pakistan,PAK,Injunction against development of Thar Coalfield,Mitigation,"Rabab Ali, a 7-year-old girl who lives in Karachi, is the named petitioner in a challenge to various actions and inactions on the part of Pakistan’s federal government and on the part of the Province of Sindh (where Karachi is located). The Petition, filed directly with the country’s Supreme Court, alleges violations of constitutionally protected Fundamental Rights, of the Public Trust Doctrine as it relates to Pakistan’s atmosphere and climate, and of rights relating to the environmental degradation expected to result from burning coal to generate electricity. In support of these allegations, it highlights that Pakistan’s government has acknowledged the reality and consequences of climate change with the National Climate Change Policy of 2012 and the Framework for Implementation of Climate Change Policy of 2013. While the Petition alleges a variety of specific acts or omissions by Pakistan’s government, its chief focus is on the approval of a plan to develop coal fields located in the Thar desert region, located in the southeast corner of the country. That development is anticipated to increase Pakistani coal production from 4.5 to 60 million metric tons per year, with a commensurate increase in greenhouse gas emissions. It is also expected to displace residents in that region, and to lead to environmental degradation both directly (through water quality impacts) and indirectly (through air quality impacts from coal combustion). As the Petition notes, the China-Pakistan Economic Corridor is the source of investments of $1.2 billion for both coal field development and for the development of multiple coal-fired power plants in Pakistan.",,Lahore High Court Green Bench,Constitutional Petition No. ___ / I of 2016,1579,1580,N/A,Yes,Climate aligned,"Government framework, Enforcing climate standards",,Energy,,Constitution of Pakistan arts. 4(2)(a) 5(2) 9 14(1) 19A 23 24(1) 25(1)|,,CCLW;Sabin,,,
7161,Ashgar Leghari v. Federation of Pakistan (Lahore High Court Green Bench 2015),2015,Closed,Enhanced climate action,Pakistan,PAK,Farmer challenged government for failure to carry out core provisions of 2012 law.,Mitigation,"An appellate court in Pakistan granted the claims of Ashgar Leghari, a Pakistani farmer, who had sued the national government for failure to carry out the 2012 National Climate Policy and Framework. On September 4, 2015 the court, citing domestic and international legal principles, determined that ""the delay and lethargy of the State in implementing the Framework offend the fundamental rights of the citizens."" As a remedy, the court 1) directed several government ministries to each nominate ""a climate change focal person"" to help ensure the implementation of the Framework, and to present a list of action points by December 31, 2015; and 2) created a Climate Change Commission with representatives of key ministries, NGOs, and technical experts. On September 14 the court issued a supplemental decision naming 21 individuals to the Commission and vesting it with various powers. The court stated that it would retain jurisdiction until its instructions were executed.",,Lahore High Court Green Bench,(2015) W.P. No. 25501/201,1577,1578,N/A,Yes,Climate aligned,Government framework,,Agriculture,,National Climate Policy and Framework of 2012|,,CCLW;Sabin,,,
7162,In re Greenpeace Southeast Asia and Others,2015,Open,Enhanced climate action,Philippines,PHL,Investigation into allegation that largest emitters have violated human rights of Filipinos by causing climate change and ocean acidification,Mitigation,"Commission announced its finding that major fossil fuel companies could be held liable for climate change impactsGreenpeace Southeast Asia and numerous other organizations and individuals filed a petition asking the Commission to investigate a general issue—“the human rights implications of climate change and ocean acidification and the resulting rights violations in the Philippines”—and a more specific one—“whether the investor-owned Carbon Majors have breached their responsibilities to respect the rights of the Filipino people.” The core factual allegation of the petition draws on research identifying particular entities’ quantum of responsibility for anthropogenic greenhouse gas emissions since 1751. The original petition names 50 of those entities, all publicly traded corporations, as respondents. It identifies multiple sources of human rights, but draws most heavily on the UN Human Rights Commission’s Guiding Principles on Business and Human Rights.

During a conference held on December 11, 2017, the Commission accepted the petition and confirmed that they would investigate the potential human rights violations stemming from major fossil fuel companies’ contributions to climate change. The Commission announced it would hold fact-finding missions and public hearings in 2018. In March 2018, the Commission held its first public hearings to investigate the alleged responsibility of major fossil fuel companies or “carbon majors” for climate change and the potential impacts on the human rights of Filipinos.",,Commission on Human Rights of the Philippines,CHR-NI-2016-0001,1575,1576,N/A,Yes,Climate aligned,Corporate framework,,Cross Cutting Area;Economy-wide;Energy;Other,,Filipino Constitution of 1987|;UNHCR’s Guiding Principles on Business and Human Rights|,,CCLW;Sabin,,,
7163,"Judgment No. 6903/2008 of September 30, 2008 (Supreme Court of Spain, Administrative Litigation Division, Section 5)",2008,Closed,Enhanced climate action,Spain,ESP,Challenge to emissions allowance,Mitigation," An energy company, Unión Fenosa Generación, S.A., brought suit against a decision of the Council of Ministers of Spain of January 21, 2005, whereby it approved the assignment of emissions allowances to two of the company’s power plants for the 2005-2007 term under the provisions of Royal Decree 5/2004 of August 27th, which regulated the market for GHG emissions trading.  The Court granted plaintiff’s request for an increase in the emission allowances for its combined cycle power plant in Huelva, which had been incorrectly considered a “new entrant” to the emissions market under the regulation’s timetable. Plaintiff’s request for an increase in its emission allowances as to its coal-fired power plant in La Coruña, one of the five worst emitters in the country¸ was denied. The Court found that the government was justified in applying the maximum penalty of 55% over the total 2000-2002 historical emissions for that category of emitter, despite the fact that plaintiff was thus allowed a lower emission factor than other emitters of the same generation of technologies.
",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 6903/2008 of September 30, 2008",1573,1574,N/A,No,,N/A,,Industry;Other,,Royal Decree 5/2004 of August 27th|,,CCLW;Sabin,,,
7164,"Judgment No. 5347/2008 of October 6, 2008 (Supreme Court of Spain, Administrative Litigation Division, Section 5)",2008,Closed,Hindered climate action,Spain,ESP,Challenging to individual assignment of emissions ,Mitigation," Foraneto, S.L. brought suit against the Council of Ministers of Spain challenging their decision to approve the individual assignment of emissions credits to its energy plant in Tarragona at a total of 140,250 tons of CO2 for 2005-2007 period, or 46.750 tons per year, under the provisions of Royal Decree 5/2004 of August 27th.  Foraneto sought partial annulment of the Council’s decision in order to increase its credit allowance by a total of 35,318 tons, or 11,772 additional tons per year (the amount originally requested); in the alternative, they sought compensation at the average market rate.  The court found in Foraneto’s favor, holding that the assignment of credits was made by applying formalistic factors that did not take into account the real volume of production at the Tarragona facility.  Based on an expert’s testimony, the court changed the assignment to a total of 174,508 tons for the 2005-2007 period, or 58.136 tons per year.
",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 5347/2008 of October 6, 2008",1571,1572,N/A,No,,N/A,,Industry;Other,,Royal Decree 5/2004 of August 27th|,,CCLW;Sabin,,,
7165,"Judgment No. 7449/2008 of November 18, 2008 (Supreme Court of Spain, Administrative Litigation Division, Section 5)",2008,Closed,Hindered climate action,Spain,ESP,Challenging to individual assignment of emissions ,Mitigation," Minera Catalana Aragonesa, S.A. brought suit against the General Government Administration of Spain (Ministry of the Environment) challenging the decision of the Council of Ministers of Spain of July 14, 2006, approving the individual assignment of emissions credits to its ceramics facility in the region of Onda.  Minera Catalana had requested the exclusion of the types of processes employed at its facility (the drying of barbotine, a mixture of clay and water, by atomization) in the definition of “combustion facilities” under Law 1/2005 of March 9th, as modified by Royal Decree 5/2005 of March 11th, which regulates the market for GHG emissions trading in Spain.  The court found in Minera Catalana’s favor, adopting its argument that because its combustion processes were not used for energy production they could not be included in the scope of Law 1/2005, and declared the decision of the Council of Ministers in this respect null and void.
",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 7449/2008 of November 18, 2008",1569,1570,N/A,No,,N/A,,Industry,,Law 1/2005 of March 9th|,,CCLW;Sabin,,,
7166,"Judgment No. 6947/2008 of December 3, 2008 (Supreme Court of Spain, Administrative Litigation Division, Section 5)",2008,Closed,Enhanced climate action,Spain,ESP,Challenge to individual assignment of emissions ,Mitigation,"Cerámica Hermanos Fernández S.L. brought suit against the General Government Administration of Spain challenging the decision of the Council of Ministers of Spain of January 21, 2005 approving an individual assignment of emissions credits to its facility.   The court denied Cerámica’s petition.  It rejected petitioner’s argument that the Council’s decision had violated its right of free enterprise because individual assignments were not being based on objective criteria, and that its particular assignment should have been based on the facility’s production capacity, as opposed to its actual production. ",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 6947/2008 of December 3, 2008",1567,1568,N/A,No,,N/A,,Industry;Other,,Royal Decree 1866/2004 of September 6 2004|,,CCLW;Sabin,,,
7167,"Judgment No. 3421/2009 of May 29, 2009 (Supreme Court of Spain, Administrative Litigation Division, Section 5)",2009,Closed,Enhanced climate action,Spain,ESP,Challenge to individual assignment of credits,Mitigation," Cerámica Dolores García Bazataqui S.L. brought suit challenging the decision of the Council of Ministers of Spain of January 21, 2005 that declared the individual assignment of emissions allowances for the 2005-2007 term.  Cerámica was assigned 18,051 annual credits, instead of the 29,023.76 it had requested.  It argued that the assignment of credits was done in violation of provisions in Royal Decree 1866/2004 of September 6, 2004, which required consideration of increased production capacity prior to a certain date in order to determine acceptable emissions levels and the corresponding assignment of credits.  The Court rejected this argument and dismissed the petition, as the record reflected that the Administration had adequately taken these factors into account.
",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 3421/2009 of May 29, 20",1565,1566,N/A,No,,N/A,,Industry;Other,,Royal Decree 1866/2004 of September 6 2004|,,CCLW;Sabin,,,
7168,"Judgment No. 6846/2009 of July 15, 2009 (Supreme Court of Spain, Administrative Litigation Division, Section 5)",2009,Closed,Hindered climate action,Spain,ESP,Sought annulment of provision in National Plan,Mitigation," Electra de Viesgo Distribución S.L. and Viesgo Generación S.L. (also known as E.On Distribución S.L. and E. On Generación S.L.) brought suit challenging the individual assignment of emissions credits contained in Royal Decree 1866/2004 of September 6, 2004, which approved the National Plan for Assignment of emissions credits 2005-2007.  The decree, argued the plaintiffs, did not contain a savings clause applicable to the electricity sector (as it did for the industrial sector) to allow the adjustment of the credits assigned to facilities for which the reference period for the overall calculation of credits (the years 2002-2000) was not representative of historic emissions.  Electra argued that not allowing otherwise eligible facilities to apply for adjustment of credits in accordance with their truly representative emissions periods resulted in a violation of the principle of equality.  The Court found in favor of plaintiffs, inasmuch as the Administration did not provide a justification for not providing a savings clause to the electricity sector, and declared null and void section 4.A.a. of the National Plan. .
",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 6846/2009 of July 15, 2009",1563,1564,N/A,No,,N/A,,Industry;Other,,Royal Decree 1866/2004 of September 6 2004|,,CCLW;Sabin,,,
7169,"Judgment No. 5087/2009 of July 17, 2009 (Supreme Court of Spain, Administrative Litigation Division, Section 5)",2009,Closed,Enhanced climate action,Spain,ESP,Sought declaration that both were invalid,Mitigation," Arcelor España, S.A. (previously known as Arcelaria Corporación Siderúrgica, S.A.) challenged the decision of the Council of Ministers of Spain of January 21, 2005, declaring the individual assignment of emissions credits for the 2005-2007 term.  Arcelor argued the decision was void because (1) the European norm on which it was based violated the principles of equality, freedom of enterprise, the right to property, and rule of law; and (2) Spanish Law 1/2005 of March 9th, which transposed the EU’s Directive 2003/87/EC, was also invalid as to its applicability to the iron and steel industry and not to others that compete with the same (e.g. the chemical sector and the sector for non-ferrous metals).  The Court rejected Arcelor’s arguments and dismissed its request for remedy. 
",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 5087/2009 of July 17, 2009",1561,1562,N/A,No,,N/A,,Industry;Other,1217,Spanish Law 1/2005 of March 9th|,,CCLW;Sabin,,,
7170,"Judgment No. 6888/2008 of October 1, 2008 (Supreme Court of Spain, Administrative Litigation Division, Section 5)",2008,Closed,Hindered climate action,Spain,ESP,Challenge to emissions allowance,Mitigation," A brick manufacturer, Macerba de Bailén, S.L., brought suit against a decision of the Council of Ministers of Spain of January 21, 2005 approving the assignment of emission allowances to its factory in Bailén at a total of 43.746 tons of CO2 over the course of three years (2005-2007), or 14.582 tons per year.  The Court declared the decision of the Council of Ministers null and void as a matter of both Spanish administrative and constitutional law, as well as the laws of the European Union. The administrative record did not adduce any reasons for the Council’s decision to assign to the facility an amount substantially less than requested (27,825 tons of CO2 annually, or a total of 83,475 tons for the 2005-2007 term) though the request was substantiated by technical evidence indicating that the factory was in the process of expanding its production capacity. The Ministry of the Environment was ordered to conduct a new assignment of credits. 
",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 6888/2008 of October 1, 2008",1559,1560,N/A,No,,N/A,,Industry;Other,,Royal Decree 5/2004 of August 27th|,,CCLW;Sabin,,,
7171,"Judgment No. 6895/2008 of November 19, 2008 (Supreme Court of Spain, Administrative Litigation Division, Section 5)",2008,Closed,Hindered climate action,Spain,ESP,Challenge to emissions allowance,Mitigation," A brick manufacturer, Ladri Bailén, S.L., brought suit against a decision of the Council of Ministers of Spain of January 21, 2005 approving the assignment of emission allowances to its factory in Bailén at a total of 57,033 tons of CO2 for the 2005-2007 period, or 19,011 tons per year.  The Court declared the decision of the Council of Ministers null and void as a matter of both Spanish administrative and constitutional law, as well as the laws of the European Union. The administrative record did not adduce sufficient reasons for the decision to assign to the facility an amount substantially less than requested (27,346 tons of CO2 annually, or a total of 83,038 tons for the 2005-2007 period) , though the request had been substantiated by adequate evidence indicating that the factory had increased its production capacity.  The Ministry of the Environment was ordered to conduct a new assignment of credits. 

",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 6895/2008 of November 19, 2008",1557,1558,N/A,No,,N/A,,Industry;Other,,Royal Decree 5/2004 of August 27th|,,CCLW;Sabin,,,
7172,"Judgment No. 7167/2008 of December 2, 2008 (Supreme Court of Spain, Administrative Litigation Division, Section 5)",2008,Closed,Hindered climate action,Spain,ESP,Challenge to individual assignment of emissions ,Mitigation," Cales de Llierca, S.A., brought suit against the Council of Ministers of Spain challenging their decision of January 21, 2005 approving the individual assignment of emissions credits to its lime processing facility for the 2005-2007 period.  Cales de Llierca argued the assignment of credits was done in violation of provisions in Royal Decree 1866/2004 which required consideration of increased production capacity prior to a certain date in order to determine acceptable emissions levels and the corresponding assignment of credits.   The court found in favor of Cales de Llierca and ordered the Council to conduct a new assignment of credits, holding that the administrative record did not sustain the Council’s conclusion regarding the facility’s production capacity and that it had misapplied the methodologies required by applicable laws in reaching its conclusion.
",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 7167/2008 of December 2, 2008",1555,1556,N/A,No,,N/A,,Industry;Other,,Royal Decree 1866/2004 of September 6 2004|,,CCLW;Sabin,,,
7173,"Judgment No. 7168/2008 of December 3, 2008 (Supreme Court of Spain, Administrative Litigation Division, Section 5)",2008,Closed,Hindered climate action,Spain,ESP,Challenge to individual assignment of credits,Mitigation," Cerámica General Castaños, S.A., brought suit against the decision of the Council of Ministers of Spain of January 21, 2005 approving the assignment of emission credits to its facility in Bailen for the 2005-2007 term at 6,666 annual tons of CO2.  The Court found in favor of Cerámica, inasmuch as the Administration had not taken into account the proven increase in production capacity that was expected from the facility’s new wing. According to the Court, Royal Decree 1866/2004 of September 6, 2004 required consideration of increased production capacity prior to a certain date in order to determine acceptable emissions levels and the corresponding assignment of credits.  However, the Court found there was insufficient proof in the record to sustain Cerámica’s argument for an increase to 7,725 annual tons of CO2.  Accordingly, the Court annulled the individual assignment of emissions credits and ordered that a new calculation take place in harmony with its findings.
",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 7168/2008 of December 3, 2008",1553,1554,N/A,No,,N/A,,Industry;Other,,Royal Decree 1866/2004 of September 6 2004|,,CCLW;Sabin,,,
7174,"Judgment No. 4745/2009 of July 6, 2009 (Supreme Court of Spain, Administrative Litigation Division, Section 5)",2009,Closed,Hindered climate action,Spain,ESP,Challenge to emissions allowance,Mitigation," A mineral extraction company, Segura, S.L., brought suit against a decision of the Council of Ministers of Spain of January 21, 2005, which approved the assignment of emission credits to the company’s limestone processing facility in Seville for the 2005-2007 term under the provisions of Royal Decree 5/2004 of August 27th, which regulated the market for GHG emissions trading.  The Court found that the decision of the Council was invalid because it did not adduce adequate foundation as to the criteria that were applied to quantify the emission credits assigned to Segura, S.L., and ordered the Council to conduct the assignment of credits anew.  Adequate foundation deemed important to avoid arbitrary application of rules, to promote transparency in the market for emissions trading, and avoid impinging on principles of sound competition. 

",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 4745/2009 of July 6, 2009",1551,1552,N/A,No,,N/A,,Industry;Other,,Royal Decree 5/2004 of August 27th|,,CCLW;Sabin,,,
7175,"In re E.ON Generacion S.A., Judgment No. 1205/2010 of Mar. 4, 2010",2010,Closed,Enhanced climate action,Spain,ESP,Challenge to rules promulgated under Royal Decree,Mitigation," An energy retailing company brought suit against the General Government Administration of Spain, challenging Royal Decree 1370/2006 of November 24th (Official Bulletin of the State No. 282 of November 25, 2006), which implemented amendments to Spain’s National Allocation Plan for greenhouse gas allowances for 2008-2012.  Court found that rules setting standards for SO2 emissions, and which took into account investments to reduce SO2 emissions by coal-fired power plants in assigning emission allowances under the Plan, were null and void on their face because they were not specifically authorized by Spain’s implementing statute for the EU’s Directive 2003/87/EC of the European Parliament and of the Council of 13 October 2003, Law 1/2005 of March 9th.  Rules relating to the provisional assignment of credits for new installations also found to be contrary to the implementing statute because they effectively altered the definition of “new entrants” in the statute.  However, the Court rejected plaintiff’s argument that the Plan’s methodology for the assignment of credits to coal-fired power plants was invalid because it placed undue burdens on certain facilities, as well as its argument that the allowance reserves for new entrants were inadequately low.
",,"Supreme Court of Spain, Administrative Litigation Division (Section 5)","Judgment No. 1205/2010 of March 4, 2010",1549,1550,N/A,No,,N/A,,Energy,1217,Royal Decree 1370/2006 of November 24th|,,CCLW;Sabin,,,
7176,Union of Swiss Senior Women for Climate Protection v. Swiss Federal Council and Others,2016,Closed,Hindered climate action,Switzerland,CHE,Adequacy of Swiss government's climate change mitigation targets and implementation measures,Mitigation,"In 2016, a group of senior women, filed suit against the Swiss Government, alleging that the government had failed to uphold obligations under the Swiss Constitution and European Convention on Human Rights (ECHR) by not steering Switzerland onto an emissions reduction trajectory consistent with the goal of keeping global temperatures below 2ºC above pre-industrial levels/ Specifically, petitioners alleged the government had violated articles 10 (right to life), 73 (sustainability principle), and 74 (precautionary principle) of the Swiss Constitution and by articles 2 and 8 of the European Convention on Human Rights. The women’s petition noted that their demographic group is especially vulnerable to the heat waves expected to result from climate change. It asked that the legislature and the federal agencies responsible for transportation, environmental protection, and energy be required to develop a regulatory approach to several sectors that would achieve greenhouse gas emissions reductions of at least 25% below 1990 levels by 2020 and at least 50% below 1990 levels by 2050. It criticized both the targets currently under discussion in the legislature (20% by 2020 and 30% by 2030) and the measures by which the Government would pursue those targets.This petition was dismissed by the Department of Environment, Transport, Energy, and Communications (DETEC) on April 25, 2017. DETEC found petitioners lacked standing because their rights were not affected as necessary under Article 25a (1) APA (Administrative Procedure Act, Verwaltungsverfahrensgesetz,VwVG). DETEC determined that petitioners sought regulation of global CO2 emissions through general regulations rather than seeking a remedy for an infringement of their specific legal rights. They similarly found that petitioners did not have victim status under the ECHR because they sought a solution to serve the wider public interest of adoption of legislative reform to reduce CO2 emissions. Petitioners appealed the dismissal on May 26, 2017.On November 27, 2018, the Swiss Federal Administrative Court dismissed the case on the basis that Swiss women over 75 years of age are not the only population affected by climate change impacts, echoing DETEC’s determination that the injury and remedy were not specialized to petitioners. The judgment has been appealed to the Swiss Supreme Court.",,Swiss Federal Administrative Court,No. A-2992/2017,1547,1548,N/A,Yes,Climate aligned,Government framework,,Economy-wide,,Swiss Constitution|,,CCLW;Sabin,,,
7177,Urgenda Foundation v. State of the Netherlands,2015,Closed,Enhanced climate action,Netherlands,NLD,Seeking declaratory judgment and injunction to compel the Dutch government to reduce GHG emissions,Mitigation,"Supreme Court of the Netherlands upheld court of appeal decision under ARticles 2 and 8 of the ECHR. A Dutch environmental group, the Urgenda Foundation, and 900 Dutch citizens sued the Dutch government to require it to do more to prevent global climate change. The court in the Hague ordered the Dutch state to limit GHG emissions to 25% below 1990 levels by 2020, finding the government’s existing pledge to reduce emissions 17% insufficient to meet the state’s fair contribution toward the UN goal of keeping global temperature increases within two degrees Celsius of pre-industrial conditions. The court concluded that the state has a duty to take climate change mitigation measures due to the “severity of the consequences of climate change and the great risk of climate change occurring.” In reaching this conclusion, the court cited (without directly applying) Article 21 of the Dutch Constitution; EU emissions reduction targets; principles under the European Convention on Human Rights; the “no harm” principle of international law; the doctrine of hazardous negligence; the principle of fairness, the precautionary principle, and the sustainability principle embodied in the UN Framework Convention on Climate Change; and the principle of a high protection level, the precautionary principle, and the prevention principle embodied in the European climate policy. The court did not specify how the government should meet the reduction mandate, but offered several suggestions, including emissions trading or tax measures. This is the first decision by any court in the world ordering states to limit greenhouse gas emissions for reasons other than statutory mandates.

The Dutch government submitted 29 grounds of appeal. Urgenda submitted a cross-appeal, contesting the court’s decision that Urgenda cannot directly invoke Articles 2 & 8 of the ECHR in these proceedings.

On Oct 9, 2018, the Hague Court of Appeal upheld the District Court's ruling, concluding that by failing to reduce greenhouse gas emissions by at least 25% by end-2020, the Dutch government is acting unlawfully in contravention of its duty of care under Articles 2 and 8 of the ECHR. The court recognized Urgenda’s claim under Article 2 of the ECHR, which protects a right to life, and Article 8 of the ECHR, which protects the right to private life, family life, home, and correspondence. The court determined that the Dutch government has an obligation under the ECHR to protect these rights from the real threat of climate change. The court rejected the government’s argument that the lower court decision constitutes “an order to create legislation” or violation of trias politica and the role of courts under the Dutch constitution. In response to these appeals, the court affirms its obligation to apply provisions with direct effect of treaties to which the Netherlands is party, including Articles 2 and 8 of the ECHR. Further, the court found nothing in Article 193 of the Treaty on the Functioning of the European Union that prohibits a member state from taking more ambitious climate action than the E.U. as a whole, nor that adaptation measures can compensate for the government’s duty of care to mitigate greenhouse gas emissions, nor that the global nature of the problem excuses the Dutch government from action.

The Dutch government has announced that it will appeal the decision.",,District Court of the Hague,[2015] HAZA C/09/00456689,1545,1546,N/A,Yes,Climate aligned,Government framework,,Economy-wide;Other,,,,CCLW;Sabin,,,
7178,"Environment-People-Law v. Cabinet of Ministers of Ukraine and National Agency of Environmental Investments (Lviv Circuit Admin. Court, 2009)",2009,Closed,Enhanced climate action,Ukraine,UKR,Sought access to government information on greenhouse gas emissions trading,Mitigation," In October 2009, the Ukrainian public interest organization Environment-People-Law (EPL) filed suit against the government, seeking to compel the dissemination of information on international greenhouse gas emissions trading.  EPL specifically seeks information regarding an agreement between Ukraine and Japan, where the Japanese government agreed to buy 30 million tons of carbon offsets from the Ukrainian government.  EPL contends that both the Aarhus Convention and the Constitution of Ukraine compels public access to the information.

The Lviv court found in favour of the plaintiffs that the government had acted unlawfully by not providing the relevant information, except for when it came to the price of the agreement between Ukraine and Japan.",,Lviv Circuit Administration Court,N/A,1543,1544,N/A,Yes,,N/A,,Cross Cutting Area;Other,,Constitution of Ukraine|;Aarhus Convention|,,CCLW;Sabin,,,
7179,"Environment-People-Law v. Ministry of Environmental Protection (Commercial Court of Lviv, 2008)",2008,Closed,Hindered climate action,Ukraine,UKR,Sought to compel government action on national greenhouse gas reductions,Mitigation,"The Ukrainian public interest organization Environment-People-Law (EPL) sought to compel the Ministry of Environmental Protection to develop a climate change policy for Ukraine; work towards fulfilling its climate change obligations under the United Nations Framework Convention on Climate Change (UNFCCC), the Kyoto Protocol and the National Plan; and raise public awareness on climate change issues. EPL alleged the Ministry's inaction violated of the following legal acts: Constitution of Ukraine; Law of Ukraine ""On international treaties of Ukraine""; the Presidential Decree on the coordinator of measures on fulfilment of obligations of Ukraine in accordance with the UNFCCC and the KP; the National Action Plan on realization of provisions of the KP; and the Presidential Decree on bringing into force the decision of National Security and Defence Council of Ukraine from 15 of June 2007 “On state and problems on implementation of United Nations Framework Convention on Climate Change by Ukraine”. 

On July 22, 2008, the Commercial Court of Lviv Region ruled a decision in favour of EPL. The Ministry of Environmental Protection filed an appeal and on February 2, 2010  the decision of the court of the first instance was reversed. The Panel of Judges agreed with the position of the defendant that because of a lack of funds there was no possibility to finance appropriate works towards fulfilment of obligations on climate change in accordance with national and international legislation.",,Lviv Circuit Administration Court,N/A,1541,1542,N/A,Yes,,N/A,,Economy-wide;Other,,,,CCLW;Sabin,,,
7180,"R. on the application of Tate & Lyle Industries Ltd v. Secretary of State for Energy and Climate Change (Court of Appeal, 2011)",2011,Closed,Enhanced climate action,United Kingdom,GBR,Challenge allocation of renewable energy subsidy claiming unfair and discriminatory,Mitigation,"Tate & Lyle requested judicial review of their allocation of 1.0 Renewables Obligations Certificates  (ROC) for the use of co-firing of biomass with combined heat power (CHP) arguing that they should have received 1.5 ROC. Prior to suit, the Secretary of State for Energy and Climate Change had discovered an error in its prediction of costs of co-firing of biomass with CHP, but after assessment, determined that the original allocation was appropriate. Tate & Lyle alleged that the Secretary’s methodology in making this determination was unfair and discriminated against the technology. The High Court of Justice found that the government’s allocation was reasonable. 

On appeal, Tate & Lyle alleged that the Secretary should have only updated the cost information when recalculating its allocation. The Court of Appeals found that it was reasonable for the Secretary to incorporate updated data for other aspects of the calculation and dismissed the application.",,Court of Appeal,[2010] EWHC 2752,1539,1540,N/A,No,,N/A,,Energy,1765,Renewables Obligation Order|,,CCLW;Sabin,,,
