Id,Title,Description,Geography ISO,Documents,Category,Events,Sectors,Instruments,Frameworks,Responses,Natural Hazards,Document Type,Year,Language,Keywords,Geography,Parent Legislation
1553.0,Renewable Energy Act 2008,"This Act, overseen by the Department of Energy, employs various instruments to encourage the supply of electricity from renewable sources.  The Act creates a Renewable Portfolio Standard for electricity generation from renewable sources, setting a minimum percentage of renewables supply for every electricity supplier.  A feed-in tariff is introduced, which includes priority connection to the grid of all renewable sources, as well as priority purchase and transmission.  Additional incentives are also offered to suppliers, manufacturers of equipment who are registered with the DOE, in order to encourage renewable energy projects. These include, among others, duty-free import of machinery, equipment and materials in the first 10 years of registration; tax caps of 15% on renewable energy equipment, accelerated depreciation scheme, cash incentives for missionary electrification, tax exemption of carbon credits and tax credit on domestic capital equipment services.  The Act creates the National Renewable Energy Board (NREB) to facilitate implementation of the National Renewable Energy Programme.Circular DC2015-07-0014 prescribes the policy for maintaining the share of renewable energy resources in the country's intalled capacity through the wholistic implementation of the Renewable Energy Act NO.9513.",PHL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2tKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--46418d090212aeddd7315539e3a0805bf3d2293e/f|,legislative,16/12/2008|Approved by President||,Energy;Transportation,"Capacity building|Governance;Education, training and knowledge dissemination|Information",,Mitigation,,Act,2008,English,Institutions / Administrative Arrangements;Energy Supply,,
1553.0,Guidelines for the Policy of Maintaining the Share of Renewable Energy in the Country,"This Act, overseen by the Department of Energy, employs various instruments to encourage the supply of electricity from renewable sources.  The Act creates a Renewable Portfolio Standard for electricity generation from renewable sources, setting a minimum percentage of renewables supply for every electricity supplier.  A feed-in tariff is introduced, which includes priority connection to the grid of all renewable sources, as well as priority purchase and transmission.  Additional incentives are also offered to suppliers, manufacturers of equipment who are registered with the DOE, in order to encourage renewable energy projects. These include, among others, duty-free import of machinery, equipment and materials in the first 10 years of registration; tax caps of 15% on renewable energy equipment, accelerated depreciation scheme, cash incentives for missionary electrification, tax exemption of carbon credits and tax credit on domestic capital equipment services.  The Act creates the National Renewable Energy Board (NREB) to facilitate implementation of the National Renewable Energy Programme.Circular DC2015-07-0014 prescribes the policy for maintaining the share of renewable energy resources in the country's intalled capacity through the wholistic implementation of the Renewable Energy Act NO.9513.",PHL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWtNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9d9f9c4f5e170d8aca80ba9a3f57f0bea080c0af/2015%20DoE%20DC%202015-07-0014%20Renewable%20Energy%20Share%20in%20Installed%20Capacity%20Circular.pdf|en,legislative,16/12/2008|Approved by President||,Energy;Transportation,"Capacity building|Governance;Education, training and knowledge dissemination|Information",,Mitigation,,Act,2015,English,Institutions / Administrative Arrangements;Energy Supply,,
1554.0,Biofuels Act 2006,"The Act introduces mandatory use of biofuels in the fuel mix, as follows: a minimum 5% of bioethanol in the gasoline mix sold and distributed within 2 years; a minimum of 10% within 4 years is required. There is priority for locally produced bioethanol, and only in the case of shortage may it be imported. The Act also requires a minimum of 1% of biodiesel in the diesel mix within 1 year, and a minimum of 2% within 2 years.  Incentives are introduced to encourage biofuel projects - no specific tax on local or imported biofuels; exemption of raw materials (such as coconut, jatropha, cassava, corn, sugarcane etc.) from VAT; exemption from wastewater charges on water effluents; financial assistance to biofuel activities which are certified by the DOE and at least 60% of which are held by Filipino citizens or entities.  The DOE is required to prepare a National Biofuel Programme; a national biofuel board is created under the Act, to monitor and evaluate the Act and the National Programme's implementation. The supply and price stability of sugar are guaranteed under the Act.  A Joint Administrative order, which was published in 2008, outlines Guidelines Governing the Biofuel Feedstocks Production, and Biofuels and Biofuel Blends Production, Distribution and Sale under the Biofuels Act.The Departement Circular No.2007-05-0006 known as the Implementing Rules and Regulations (IRR) for Republic Act No.9367 covers the production, blending, storage, handling, transportation, distribution, use and sale of biofuels, biofuels-blends and biofuel feedstock in the Philippines. The Department Circular No.2011-02-0001 on the Mandatory use of biofuel blend mandates the use of biofuels as a measure to develop and use indigenous renewable and sustainably-sourced clean energy sources to reduce dependence on imported oil, mitigate toxic and greenhouse gas emissions, increase rural employment and ensure availability of renewable clean energy without any detriment to the natural ecosystem, biodiversity and food reserves of the country.  The Republic Act No.10745 amends the Biofuels Act of 2006 by allowing natural gas power generating plants in the country to use neat diesel as an alternative fuel exempting them from the requirements of paragraph 5.3, section 5 of the Biofuels Act of 2006. The Department Cicular No. 2016-07-0013 known as the Implementing Rules and Regulations for Republic Act No.10745 covers the power generating plants in the country using natural gas as its fuel. The DC provides for the exemption of natural gas power plans in using the mandated biodiesel blend as provided under the RA 9367. ",PHL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2NKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e818b07784c3dd8f643fbf51153089e9083fff31/f|en,legislative,17/05/2006|Approved||;12/01/2007|Law passed||;06/02/2011|Approved||;27/07/2015|Law passed||;24/06/2016|Approved||,Energy;Waste;Water,"Capacity building|Governance;Processes, plans and strategies|Governance",,Mitigation,,Act,2006,English,Institutions / Administrative Arrangements;Research And Development;Energy Supply;Renewables;Biofuels,,
1554.0,Amendment to Biofuels Act 2006,"The Act introduces mandatory use of biofuels in the fuel mix, as follows: a minimum 5% of bioethanol in the gasoline mix sold and distributed within 2 years; a minimum of 10% within 4 years is required. There is priority for locally produced bioethanol, and only in the case of shortage may it be imported. The Act also requires a minimum of 1% of biodiesel in the diesel mix within 1 year, and a minimum of 2% within 2 years.  Incentives are introduced to encourage biofuel projects - no specific tax on local or imported biofuels; exemption of raw materials (such as coconut, jatropha, cassava, corn, sugarcane etc.) from VAT; exemption from wastewater charges on water effluents; financial assistance to biofuel activities which are certified by the DOE and at least 60% of which are held by Filipino citizens or entities.  The DOE is required to prepare a National Biofuel Programme; a national biofuel board is created under the Act, to monitor and evaluate the Act and the National Programme's implementation. The supply and price stability of sugar are guaranteed under the Act.  A Joint Administrative order, which was published in 2008, outlines Guidelines Governing the Biofuel Feedstocks Production, and Biofuels and Biofuel Blends Production, Distribution and Sale under the Biofuels Act.The Departement Circular No.2007-05-0006 known as the Implementing Rules and Regulations (IRR) for Republic Act No.9367 covers the production, blending, storage, handling, transportation, distribution, use and sale of biofuels, biofuels-blends and biofuel feedstock in the Philippines. The Department Circular No.2011-02-0001 on the Mandatory use of biofuel blend mandates the use of biofuels as a measure to develop and use indigenous renewable and sustainably-sourced clean energy sources to reduce dependence on imported oil, mitigate toxic and greenhouse gas emissions, increase rural employment and ensure availability of renewable clean energy without any detriment to the natural ecosystem, biodiversity and food reserves of the country.  The Republic Act No.10745 amends the Biofuels Act of 2006 by allowing natural gas power generating plants in the country to use neat diesel as an alternative fuel exempting them from the requirements of paragraph 5.3, section 5 of the Biofuels Act of 2006. The Department Cicular No. 2016-07-0013 known as the Implementing Rules and Regulations for Republic Act No.10745 covers the power generating plants in the country using natural gas as its fuel. The DC provides for the exemption of natural gas power plans in using the mandated biodiesel blend as provided under the RA 9367. ",PHL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdk1NIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--33046e18a3a399d644fe63c6d8a4c5c53f91059f/2016%20RA%2010745%20Amended%20Biofuels%20Act%20of%202006(1).docx|en,legislative,17/05/2006|Approved||;12/01/2007|Law passed||;06/02/2011|Approved||;27/07/2015|Law passed||;24/06/2016|Approved||,Energy;Waste;Water,"Capacity building|Governance;Processes, plans and strategies|Governance",,Mitigation,,Act,2015,English,Institutions / Administrative Arrangements;Research And Development;Energy Supply;Renewables;Biofuels,,
1554.0,Rules and Regulations Implementing Biofuels Act 2016,"The Act introduces mandatory use of biofuels in the fuel mix, as follows: a minimum 5% of bioethanol in the gasoline mix sold and distributed within 2 years; a minimum of 10% within 4 years is required. There is priority for locally produced bioethanol, and only in the case of shortage may it be imported. The Act also requires a minimum of 1% of biodiesel in the diesel mix within 1 year, and a minimum of 2% within 2 years.  Incentives are introduced to encourage biofuel projects - no specific tax on local or imported biofuels; exemption of raw materials (such as coconut, jatropha, cassava, corn, sugarcane etc.) from VAT; exemption from wastewater charges on water effluents; financial assistance to biofuel activities which are certified by the DOE and at least 60% of which are held by Filipino citizens or entities.  The DOE is required to prepare a National Biofuel Programme; a national biofuel board is created under the Act, to monitor and evaluate the Act and the National Programme's implementation. The supply and price stability of sugar are guaranteed under the Act.  A Joint Administrative order, which was published in 2008, outlines Guidelines Governing the Biofuel Feedstocks Production, and Biofuels and Biofuel Blends Production, Distribution and Sale under the Biofuels Act.The Departement Circular No.2007-05-0006 known as the Implementing Rules and Regulations (IRR) for Republic Act No.9367 covers the production, blending, storage, handling, transportation, distribution, use and sale of biofuels, biofuels-blends and biofuel feedstock in the Philippines. The Department Circular No.2011-02-0001 on the Mandatory use of biofuel blend mandates the use of biofuels as a measure to develop and use indigenous renewable and sustainably-sourced clean energy sources to reduce dependence on imported oil, mitigate toxic and greenhouse gas emissions, increase rural employment and ensure availability of renewable clean energy without any detriment to the natural ecosystem, biodiversity and food reserves of the country.  The Republic Act No.10745 amends the Biofuels Act of 2006 by allowing natural gas power generating plants in the country to use neat diesel as an alternative fuel exempting them from the requirements of paragraph 5.3, section 5 of the Biofuels Act of 2006. The Department Cicular No. 2016-07-0013 known as the Implementing Rules and Regulations for Republic Act No.10745 covers the power generating plants in the country using natural gas as its fuel. The DC provides for the exemption of natural gas power plans in using the mandated biodiesel blend as provided under the RA 9367. ",PHL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdlFNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c4e49d74ada8b950783da707c0492e3fa17ba5c4/2007%20DoE%20DC%202007-05-0006%20Biofuels%20Act%20IRR.pdf|en,legislative,17/05/2006|Approved||;12/01/2007|Law passed||;06/02/2011|Approved||;27/07/2015|Law passed||;24/06/2016|Approved||,Energy;Waste;Water,"Capacity building|Governance;Processes, plans and strategies|Governance",,Mitigation,,Regulation,2007,English,Institutions / Administrative Arrangements;Research And Development;Energy Supply;Renewables;Biofuels,,
1554.0,Mandatory Use of Biofuel Blend,"The Act introduces mandatory use of biofuels in the fuel mix, as follows: a minimum 5% of bioethanol in the gasoline mix sold and distributed within 2 years; a minimum of 10% within 4 years is required. There is priority for locally produced bioethanol, and only in the case of shortage may it be imported. The Act also requires a minimum of 1% of biodiesel in the diesel mix within 1 year, and a minimum of 2% within 2 years.  Incentives are introduced to encourage biofuel projects - no specific tax on local or imported biofuels; exemption of raw materials (such as coconut, jatropha, cassava, corn, sugarcane etc.) from VAT; exemption from wastewater charges on water effluents; financial assistance to biofuel activities which are certified by the DOE and at least 60% of which are held by Filipino citizens or entities.  The DOE is required to prepare a National Biofuel Programme; a national biofuel board is created under the Act, to monitor and evaluate the Act and the National Programme's implementation. The supply and price stability of sugar are guaranteed under the Act.  A Joint Administrative order, which was published in 2008, outlines Guidelines Governing the Biofuel Feedstocks Production, and Biofuels and Biofuel Blends Production, Distribution and Sale under the Biofuels Act.The Departement Circular No.2007-05-0006 known as the Implementing Rules and Regulations (IRR) for Republic Act No.9367 covers the production, blending, storage, handling, transportation, distribution, use and sale of biofuels, biofuels-blends and biofuel feedstock in the Philippines. The Department Circular No.2011-02-0001 on the Mandatory use of biofuel blend mandates the use of biofuels as a measure to develop and use indigenous renewable and sustainably-sourced clean energy sources to reduce dependence on imported oil, mitigate toxic and greenhouse gas emissions, increase rural employment and ensure availability of renewable clean energy without any detriment to the natural ecosystem, biodiversity and food reserves of the country.  The Republic Act No.10745 amends the Biofuels Act of 2006 by allowing natural gas power generating plants in the country to use neat diesel as an alternative fuel exempting them from the requirements of paragraph 5.3, section 5 of the Biofuels Act of 2006. The Department Cicular No. 2016-07-0013 known as the Implementing Rules and Regulations for Republic Act No.10745 covers the power generating plants in the country using natural gas as its fuel. The DC provides for the exemption of natural gas power plans in using the mandated biodiesel blend as provided under the RA 9367. ",PHL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdlVNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9a11c773695cffcf195c666a59f9cd193fd82772/2011%20DoE%20DC%202011-02-0001%20Mandatory%20Use%20of%20Biofuel%20Blend.pdf|en,legislative,17/05/2006|Approved||;12/01/2007|Law passed||;06/02/2011|Approved||;27/07/2015|Law passed||;24/06/2016|Approved||,Energy;Waste;Water,"Capacity building|Governance;Processes, plans and strategies|Governance",,Mitigation,,Regulation,2011,English,Institutions / Administrative Arrangements;Research And Development;Energy Supply;Renewables;Biofuels,,
1554.0,Amended Biofuelds Act 2006,"The Act introduces mandatory use of biofuels in the fuel mix, as follows: a minimum 5% of bioethanol in the gasoline mix sold and distributed within 2 years; a minimum of 10% within 4 years is required. There is priority for locally produced bioethanol, and only in the case of shortage may it be imported. The Act also requires a minimum of 1% of biodiesel in the diesel mix within 1 year, and a minimum of 2% within 2 years.  Incentives are introduced to encourage biofuel projects - no specific tax on local or imported biofuels; exemption of raw materials (such as coconut, jatropha, cassava, corn, sugarcane etc.) from VAT; exemption from wastewater charges on water effluents; financial assistance to biofuel activities which are certified by the DOE and at least 60% of which are held by Filipino citizens or entities.  The DOE is required to prepare a National Biofuel Programme; a national biofuel board is created under the Act, to monitor and evaluate the Act and the National Programme's implementation. The supply and price stability of sugar are guaranteed under the Act.  A Joint Administrative order, which was published in 2008, outlines Guidelines Governing the Biofuel Feedstocks Production, and Biofuels and Biofuel Blends Production, Distribution and Sale under the Biofuels Act.The Departement Circular No.2007-05-0006 known as the Implementing Rules and Regulations (IRR) for Republic Act No.9367 covers the production, blending, storage, handling, transportation, distribution, use and sale of biofuels, biofuels-blends and biofuel feedstock in the Philippines. The Department Circular No.2011-02-0001 on the Mandatory use of biofuel blend mandates the use of biofuels as a measure to develop and use indigenous renewable and sustainably-sourced clean energy sources to reduce dependence on imported oil, mitigate toxic and greenhouse gas emissions, increase rural employment and ensure availability of renewable clean energy without any detriment to the natural ecosystem, biodiversity and food reserves of the country.  The Republic Act No.10745 amends the Biofuels Act of 2006 by allowing natural gas power generating plants in the country to use neat diesel as an alternative fuel exempting them from the requirements of paragraph 5.3, section 5 of the Biofuels Act of 2006. The Department Cicular No. 2016-07-0013 known as the Implementing Rules and Regulations for Republic Act No.10745 covers the power generating plants in the country using natural gas as its fuel. The DC provides for the exemption of natural gas power plans in using the mandated biodiesel blend as provided under the RA 9367. ",PHL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdllNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--964ed82602e8d1ed76f79e9201ba3b156fa23624/2016%20DoE%20DC%202016-07-0012%20Amended%20Biofuels%20Act%20of%202006%20IRR.pdf|en,legislative,17/05/2006|Approved||;12/01/2007|Law passed||;06/02/2011|Approved||;27/07/2015|Law passed||;24/06/2016|Approved||,Energy;Waste;Water,"Capacity building|Governance;Processes, plans and strategies|Governance",,Mitigation,,Act,2016,English,Institutions / Administrative Arrangements;Research And Development;Energy Supply;Renewables;Biofuels,,
9640.0,Executive Order No.785: Mandating the Presidential Task Force on Climate Change to Develop the National Climate Change Framework,"E.O. 774/2008 reorganises the task force.E.O. no 785/2009 1) mandates the Presidential Task Force On Climate Change to develop the national Climate change Framework; 2) directs the Task Group on Information to develop and coordinate a national information, education and communications program; 3) directs the presidential adviser on climate change to review government climate change programs and offical development assistance projets. ",PHL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVVNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--15af386d4280bbcc68c977b8586b4d39d694d62f/2009%20EO%20785%20Mandating%20the%20PTFCC%20to%20develop%20the%20National%20Climate%20Change%20Framework.pdf|en,executive,26/12/2008|Approved||;26/02/2009|Amended||,Environment,"Capacity building|Governance;Processes, plans and strategies|Governance;MRV|Governance",,Adaptation;Mitigation,,Order,2009,English,Climate Change,,
9640.0,Executive Order No.774: REORGANIZING THE PRESIDENTIAL TASK FORCE ON CLIMATE CHANGE,"E.O. 774/2008 reorganises the task force.E.O. no 785/2009 1) mandates the Presidential Task Force On Climate Change to develop the national Climate change Framework; 2) directs the Task Group on Information to develop and coordinate a national information, education and communications program; 3) directs the presidential adviser on climate change to review government climate change programs and offical development assistance projets. ",PHL,https://lawphil.net/executive/execord/eo2008/eo_774_2008.html|,executive,26/12/2008|Approved||;26/02/2009|Amended||,Environment,"Capacity building|Governance;Processes, plans and strategies|Governance;MRV|Governance",,Adaptation;Mitigation,,Order,2008,English,Climate Change,,
9645.0,Philippine Energy Plan 2016-2030,"The Philippine Energy Plan formulates comprehensive sectoral roadmaps to make sure that the energy agenda will be implemented to meet the need of the consumers. The Plan focusses on sustainability of all available energy sources and the diversification of the energy mix. The current version was approved following the approval of AmBisyon Natin 2040 by  the president through Executive Order (EO) 5. It replaces the Philippine Energy Plan 2016-2030.The 2016-2030 plan povided the following targets for energy outlook (the base year used for the projections is 2015): 1) existing, committed, indicative and potential power projects + 30 percent share of RE in the capacity mix and higher natural gas share in power generation mix by 2030; 2) energy savings on all sectors for electricity and petroleum products of at least 6 percent yearly from 2016 to 2030; 3) increased utilization of alternative fuels for transport (CNG and electricity) from 2016-2030; 4) 10 percent biodiesel blend for 2030; 20 percent bioethanol blend for 2030. ",PHL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXNNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--38b3fb613927a944d2924b7ae99afd1285145c9d/2016%20Philippine%20Energy%20Plan%202016-2030(2).pdf|en,executive,01/10/2016|Approved||,Energy,"Processes, plans and strategies|Governance;MRV|Governance",,Adaptation;Mitigation,,Plan,2016,English,Energy Supply;Buildings;Transportation;Renewables;Biofuels;Agriculture;Energy Efficiency,,
9645.0,Philippine Energy Plan 2018-2040,"The Philippine Energy Plan formulates comprehensive sectoral roadmaps to make sure that the energy agenda will be implemented to meet the need of the consumers. The Plan focusses on sustainability of all available energy sources and the diversification of the energy mix. The current version was approved following the approval of AmBisyon Natin 2040 by  the president through Executive Order (EO) 5. It replaces the Philippine Energy Plan 2016-2030.The 2016-2030 plan povided the following targets for energy outlook (the base year used for the projections is 2015): 1) existing, committed, indicative and potential power projects + 30 percent share of RE in the capacity mix and higher natural gas share in power generation mix by 2030; 2) energy savings on all sectors for electricity and petroleum products of at least 6 percent yearly from 2016 to 2030; 3) increased utilization of alternative fuels for transport (CNG and electricity) from 2016-2030; 4) 10 percent biodiesel blend for 2030; 20 percent bioethanol blend for 2030. ",PHL,https://www.doe.gov.ph/sites/default/files/pdf/pep/Philippine%20Plan%202018-2040.pdf|,executive,01/10/2016|Approved||,Energy,"Processes, plans and strategies|Governance;MRV|Governance",,Adaptation;Mitigation,,Plan,2018,English,Energy Supply;Buildings;Transportation;Renewables;Biofuels;Agriculture;Energy Efficiency,,
10165.0,Doe Sec. Cusi Declares Moratorium On Endorsements For Greenfield Coal Power Plants,The Minister for Energy declared in an announcement a moratorium on endorsements for greenfield coal power plants.,PHL,https://www.doe.gov.ph/press-releases/doe-sec-cusi-declares-moratorium-endorsements-greenfield-coal-power-plants?ckattempt=1|en,executive,27/10/2020|Approved||,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Press Release,2020,English,Moratorium;Fossil Fuels Curbing Measures,,
10165.0,Advisory on the Moratorium of Endorsements for Greenfield Coal-Fired Power Projects In Line with Improving the Sustainability of the Philippines' Electric Power Industry,The Minister for Energy declared in an announcement a moratorium on endorsements for greenfield coal power plants.,PHL,https://www.doe.gov.ph/announcements/advisory-moratorium-endorsements-greenfield-coal-fired-power-projects-line-improving?ckattempt=1|en,executive,27/10/2020|Approved||,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Press Release,2020,English,Moratorium;Fossil Fuels Curbing Measures,,
10183.0,National Security Policy 2017-2022,"The National Security Policy 2017-2022 aims to foster change and improve the well-being of the Filipino people. It lists economic solidarity, sustainable development, and ecological balance as part of its national security interests. It identifies climate change as a strategic issue. The twelve point national security agenda formulated in the document notably includes health security, food and water security, environment and disaster security, and energy security.The National Security Strategy builds on the policy to implement necessary changes, including on climate change aspects. It integrates the State’s major security policies, goals, responsibilities and courses of action into a roadmap or blueprint for the fulfilment of the national security vision.",PHL,https://nsc.gov.ph/attachments/article/NSP/NSP-2017-2022.pdf|en,executive,01/04/2017|Policy approved||;01/01/2018|Strategy approved||,Disaster Risk Management (Drm);Economy-wide,"Processes, plans and strategies|Governance",,Adaptation;Disaster Risk Management;Mitigation;Loss And Damage,,Policy,2017,English,Disaster Risk Management;National Security,,
10183.0,National Security Strategy,"The National Security Policy 2017-2022 aims to foster change and improve the well-being of the Filipino people. It lists economic solidarity, sustainable development, and ecological balance as part of its national security interests. It identifies climate change as a strategic issue. The twelve point national security agenda formulated in the document notably includes health security, food and water security, environment and disaster security, and energy security.The National Security Strategy builds on the policy to implement necessary changes, including on climate change aspects. It integrates the State’s major security policies, goals, responsibilities and courses of action into a roadmap or blueprint for the fulfilment of the national security vision.",PHL,https://apcss.org/wp-content/uploads/2020/02/Philippines-National_Security_Strategy_2018.pdf|en,executive,01/04/2017|Policy approved||;01/01/2018|Strategy approved||,Disaster Risk Management (Drm);Economy-wide,"Processes, plans and strategies|Governance",,Adaptation;Disaster Risk Management;Mitigation;Loss And Damage,,Strategy,2018,English,Disaster Risk Management;National Security,,
1560.0,Strategic adaptation plan for sectors and areas sensitive to climate change until 2020,"The SAP 2020 foresees mainstreaming the adaptation programme into sectoral policies, primarily those related to agriculture and forestry, biodiversity, ecosystems and water resources, coastal zones, infrastructure and, subsequently, the preparation of a draft programme for their implementation.  The Strategy presents an analysis of current climate change and the development of future change scenarios for Poland up to the end of the 21st century. It also assesses the impact of expected change in the socioeconomic area, and the vulnerability of various sectors of the economy.  The implementation of the SAP 2020 involves 3 stages: the elaboration of the Strategic Adaptation Plan taking into account climate change in the reference period of 1971-2000; the preparation of the Strategic Adaptation Plan for a long-term period, taking into account expected climate change up until 2070-2100; and cost estimation.",POL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcXdLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--64a5b6c0561a56396c12ed23e21beac1a7b1191d/1560%20Polish.pdf|pl,executive,29/10/2013|Law passed,Agriculture;Coastal zones;Economy-wide;Environment;LULUCF;Water,"Standards, obligations and norms|Regulation;Zoning & Spatial Planning|Regulation;Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",Adaptation,Adaptation,"Floods;Droughts;Storms, Hurricanes, Tsunamis, Cyclones;Hail/Frost;Landslides;Wildfires;Heat Waves And Heat Stress;Soil Erosion;Sea Level Rise;Cold Waves",Plan,2013,Polish,Adaptation;Institutions / Administrative Arrangements;Research And Development,,
1560.0,Polish National Strategy for Adaptation to Climate Change (NAS 2020),"The SAP 2020 foresees mainstreaming the adaptation programme into sectoral policies, primarily those related to agriculture and forestry, biodiversity, ecosystems and water resources, coastal zones, infrastructure and, subsequently, the preparation of a draft programme for their implementation.  The Strategy presents an analysis of current climate change and the development of future change scenarios for Poland up to the end of the 21st century. It also assesses the impact of expected change in the socioeconomic area, and the vulnerability of various sectors of the economy.  The implementation of the SAP 2020 involves 3 stages: the elaboration of the Strategic Adaptation Plan taking into account climate change in the reference period of 1971-2000; the preparation of the Strategic Adaptation Plan for a long-term period, taking into account expected climate change up until 2070-2100; and cost estimation.",POL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTBLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c217f3a8a847691fb59d2086d4a64fe07c525741/1560%20English.pdf|en,executive,29/10/2013|Law passed,Agriculture;Coastal zones;Economy-wide;Environment;LULUCF;Water,"Standards, obligations and norms|Regulation;Zoning & Spatial Planning|Regulation;Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",Adaptation,Adaptation,"Floods;Droughts;Storms, Hurricanes, Tsunamis, Cyclones;Hail/Frost;Landslides;Wildfires;Heat Waves And Heat Stress;Soil Erosion;Sea Level Rise;Cold Waves",Plan,2013,English,Adaptation;Institutions / Administrative Arrangements;Research And Development,,
1564.0,Energy Policy of Poland until 2030,"The EPP 2030 was issued by the Ministry of Economy and focuses on improving energy security, efficiency and competitiveness. It implies a small reduction in overall GHG emissions by 2020, and a 4% increase between 2020 and 2030. The document presents a sectoral strategy aiming to address the key challenges that the Polish power industry must faces until 2030, including growing demand for energy, inadequate fuel, energy generation and transmission infrastructure, significant dependence on external supplies of natural gas and almost full complete dependence on external supplies of crude oil, as well as commitments in the field of environmental protection, including climate protection. The new Energy Policy for Poland until 2050, which will reflect the decisions made on the EU 2030 climate policy, is under preparation.  The document establishes a number of measures addressing energy demand, including national energy efficiency targets, energy efficiency performance certificates, minimum standards for power-consuming products, supporting investments in energy saving, and applying demand-side management techniques.  It also establishes that energy supply should consist of a mix between cogeneration, renewables, grid modernisation, and nuclear. With this end, the EPP fixes measurable targets, for example: increase the percentage of renewable energy sources to 15% by 2020 and to 20% by 2030; boost the share of biofuels in the transportation fuels market to 10%; and building of at least one biogas agricultural plant in each commune by 2020.  The EPP 2030 strategy document establishes the need to gradually increase the share of bio-components fuel in transportation fuels so as to meet planned objectives. As a result, the government established differentiated fuel taxes in a way that to promotes alternative fuels.PEP 2040 was officially released on September 8, 2020. It amends PEP 2030 and mandates a progressive phase-out of hard coal and lignite, investments in nuclear and renewable energy sources.",POL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTRLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cd25f272fd2ab088fab1f16526f35c5d92c38078/1564%20English.pdf|en,executive,01/11/2009|Law passed||;08/09/2020|Last amended||;02/02/2021|PEP 2040 validated by government resolution||,Agriculture;Energy;Industry;Residential and Commercial;Transportation,"Processes, plans and strategies|Governance",,Mitigation,,Policy,2009,English,Institutions / Administrative Arrangements;Research And Development;Energy Supply;Energy Demand;Transportation;Limits On Fossil Fuels;Coal Phase Out;Fossil Fuels Curbing Measures,,
